Name,simulate8Clients/alpha50_1_Outcome,simulate8Clients/alpha50_2_Outcome,simulate8Clients/alpha50_3_Outcome,simulate8Clients/OR_8Clients_Outcome,wholeBenchmarkRun/OR_Outcome,simulate8Clients/alpha50_1_TotalSplits,simulate8Clients/alpha50_2_TotalSplits,simulate8Clients/alpha50_3_TotalSplits,simulate8Clients/OR_8Clients_TotalSplits,wholeBenchmarkRun/OR_TotalSplits,simulate8Clients/alpha50_1_Runtime,simulate8Clients/alpha50_2_Runtime,simulate8Clients/alpha50_3_Runtime,simulate8Clients/OR_8Clients_Runtime,wholeBenchmarkRun/OR_Runtime,Who_Performed_Better,How_Much_Percentage,min(ORx8_alpha50x8)_RunTime,Run number
serial_pagedcode_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,215,130,141,154,0,3598.749259,3598.742696,3598.728,3598.736629,3600,NONE,NA,3600,Run1
driver_zwregistryopen_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,1055,1054,1010,0,0,3596.614848,3596.497241,3596.484839,3600,3600,NONE,NA,3600,Run1
tffsport_spinlocksafe_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,263,198,211,606,0,3598.380231,3598.406655,3598.387711,3598.366716,3600,NONE,NA,3600,Run1
modem_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,540,670,591,0,0,3598.952098,3598.89751,3598.977701,3600,3600,NONE,NA,3600,Run1
serial_irqlkesetevent_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,166,135,163,387,0,3598.746951,3598.748497,3598.741866,3598.722,3600,NONE,NA,3600,Run1
61883_markirppending_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,545,555,572,325,0,3598.401114,3598.652573,3598.674828,3598.702329,3600,NONE,NA,3600,Run1
modem_markirppending_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,89,40,73,96,351,92.275047,25.719082,93.907572,39.112015,40.370699,simulate8Clients/alpha50_2,56.96788477909127,25.719082,Run1
filter_iobuilddevicecontrolnofree_0.bpl.bpl.txt,OK,OK,TIMEDOUT,OK,OK,111,112,103,100,552,3514.376448,1087.855886,3598.752594,276.737505,322.780687,simulate8Clients/OR_8Clients,16.63785398368754,276.737505,Run1
mouser_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,OK,OK,OK,OK,OK,154,148,160,77,222,249.048088,304.309139,321.153813,108.002727,92.470281,wholeBenchmarkRun/OR,16.797230236598928,108.002727,Run1
hw_markstartdevice_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,203,261,236,429,1328,633.9552819999999,998.049407,785.618336,597.7828519999999,511.911655,wholeBenchmarkRun/OR,16.774612603809526,597.7828519999999,Run1
sbp2port_deletedevice_0.bpl.bpl.txt,OK,OK,OK,OK,OK,105,99,135,56,326,234.611534,158.806153,429.309462,38.627987000000005,116.723431,simulate8Clients/OR_8Clients,202.17321705114998,38.627987000000005,Run1
sys_zwregistrycreate_0.bpl.bpl.txt,TIMEDOUT,OK,TIMEDOUT,OK,OK,54,91,54,26,26,3599.253385,2977.462125,3599.26215,550.2448509999999,753.83222,simulate8Clients/OR_8Clients,36.999413739175566,550.2448509999999,Run1
kbdclass_completerequest_1.bpl.bpl.txt,OK,OK,OK,OK,OK,116,107,113,176,625,609.908933,399.687119,344.272213,160.869813,160.138093,wholeBenchmarkRun/OR,0.45693063173919257,160.869813,Run1
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,OK,OK,OK,OK,OK,65,104,64,97,416,82.298443,96.43439400000001,90.968666,186.263969,96.997536,simulate8Clients/alpha50_1,17.86071821553172,82.298443,Run1
driver_irqlkesetevent_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,643,647,614,0,0,3595.386097,3595.275229,3595.325514,3600,3600,NONE,NA,3600,Run1
hw_irqliopassive4_0.bpl.bpl.txt,OK,OK,OK,OK,OK,214,147,149,320,1998,1114.492411,496.448802,552.044443,592.4809730000001,1178.933561,simulate8Clients/alpha50_2,137.47334191371462,496.448802,Run1
61883_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,21,21,21,21,84,6.151076999999999,6.3555079999999995,7.747509000000001,8.11581,12.347616,simulate8Clients/alpha50_1,100.739090081298,6.151076999999999,Run1
61883_pendedcompletedrequest_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,21,21,24,27,94,7.6926619999999994,9.658507,13.715598,6.646076000000001,12.923686,simulate8Clients/OR_8Clients,94.4558864508922,6.646076000000001,Run1
61883_removelockreleaseinternaldevicecontrol_1.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,20,21,17,20,122,7.671214999999999,8.976786,7.630076,6.887793,12.866523,simulate8Clients/OR_8Clients,86.80182461929388,6.887793,Run1
winnt_pendedcompletedrequest3_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,35,31,27,47,141,7.279979,8.603876999999999,5.404575,13.002609,13.390889,simulate8Clients/alpha50_3,147.76951009098772,5.404575,Run1
usbccgp_removelockreleaseinternaldevicecontrol_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,36,34,47,47,46,10.643793,8.226975999999999,11.855713999999999,11.388753000000001,13.69592,simulate8Clients/alpha50_2,66.47575002042065,8.226975999999999,Run1
mouser_forwardedatbadirqlallocate_1.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,67,69,67,121,175,55.783229,48.588138,41.779714000000006,126.53237299999999,71.51745700000001,simulate8Clients/alpha50_3,71.17746904634149,41.779714000000006,Run1
hw_irqliopassive2_0.bpl.bpl.txt,OK,OK,OK,OK,OK,193,174,175,342,1718,780.426296,732.589075,773.583962,710.601179,1226.5936379999998,simulate8Clients/OR_8Clients,72.61351011634049,710.601179,Run1
sys_pendedcompletedrequest_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,36,34,40,38,134,18.353966,19.08827,26.269389,20.086792000000003,21.806089999999998,simulate8Clients/alpha50_1,18.808599732613636,18.353966,Run1
usbccgp_irqlioapclte_0.bpl.bpl.txt,OK,OK,OK,OK,OK,75,88,81,126,388,263.30487700000003,279.646148,218.945167,143.061951,118.711967,wholeBenchmarkRun/OR,20.51181916647038,143.061951,Run1
modem_pendedcompletedrequest_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,62,61,61,100,183,82.14573800000001,77.55873199999999,90.380022,115.65415,32.804866,wholeBenchmarkRun/OR,136.4244743447512,77.55873199999999,Run1
serenum_markirppending_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,465,467,471,387,0,3599.187708,3599.200515,3599.195964,3599.174087,3600,NONE,NA,3600,Run1
usbprint_completerequest_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,42,32,40,30,183,16.505029,8.09646,10.175219,6.838863,9.670658,simulate8Clients/OR_8Clients,41.407394767229576,6.838863,Run1
mouser_forwardedatbadirqlallocate_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,86,77,81,101,178,56.077504999999995,64.52187599999999,58.59088,94.11078,71.153282,simulate8Clients/alpha50_1,26.88382266650417,56.077504999999995,Run1
hw_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,OK,OK,OK,OK,162,142,147,195,565,683.842349,417.809582,549.292638,337.158461,296.59540200000004,wholeBenchmarkRun/OR,13.67622651142783,337.158461,Run1
mouser_lowerdriverreturn_1.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,34,81,65,87,84,12.573458,19.854181,17.436675,34.557201,33.634318,simulate8Clients/alpha50_1,167.50252794418208,12.573458,Run1
61883_pendedcompletedrequest_1.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,22,27,26,20,107,6.295145,13.083126,7.945848,6.549099,12.97958,simulate8Clients/alpha50_1,106.18397193392688,6.295145,Run1
sbp2port_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,286,254,307,404,0,3598.765513,3598.701956,3598.729614,3598.743166,3600,NONE,NA,3600,Run1
serial_irqlzwpassive_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,192,150,160,110,0,3598.705234,3598.680008,3598.706095,3598.68703,3600,NONE,NA,3600,Run1
61883_multremovelock_0.bpl.bpl.txt,OK,OK,OK,OK,OK,72,90,109,51,236,202.023462,195.38655400000002,297.72087899999997,95.346833,59.144357,wholeBenchmarkRun/OR,61.210363653120794,95.346833,Run1
avc_irqlkesetevent_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,785,857,806,2247,0,3598.747868,3598.790413,3598.766147,3598.807919,3600,NONE,NA,3600,Run1
61883_markirppending_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,538,421,452,329,0,3598.650872,3598.652077,3598.653974,3598.7149,3600,NONE,NA,3600,Run1
driver_irqlzwpassive_1.bpl.bpl.txt,OK,OK,OK,OK,OK,10,8,10,6,6,8.14193,5.3814779999999995,6.750612,5.581433,8.229905,simulate8Clients/alpha50_2,52.93019872979136,5.3814779999999995,Run1
cyzport_irqlkereleasespinlock_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,17,20,14,144,269,6.495547,8.135484,6.661688999999999,168.103352,69.696994,simulate8Clients/alpha50_1,972.9965313159923,6.495547,Run1
sbp2port_markirppending_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,60,62,62,59,139,86.19140700000001,94.310458,93.951408,81.05528600000001,22.682460000000003,wholeBenchmarkRun/OR,257.34786262160276,81.05528600000001,Run1
61883_pendedcompletedrequest3_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,713,779,704,1957,0,3598.75646,3598.749914,3598.744917,3598.751922,3600,NONE,NA,3600,Run1
flpydisk_irqlexapclte1_1.bpl.bpl.txt,OK,OK,OK,OK,OK,46,63,51,46,128,531.3500190000001,992.0070039999999,294.39092,870.229542,620.988631,simulate8Clients/alpha50_3,110.94014414575017,294.39092,Run1
driver_iobuildsynchronousfsdrequestnofree_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,62,77,57,49,205,79.633586,104.15684300000001,79.76414700000001,56.415102,49.009616,wholeBenchmarkRun/OR,15.110271421020716,56.415102,Run1
sbp2port_markirppending_1.bpl.bpl.txt,NOK,NOK,NOK,NOK,NOK,28,28,35,23,94,18.400866,21.620071,36.860652,14.086490999999999,12.603929999999998,wholeBenchmarkRun/OR,11.762688304362216,14.086490999999999,Run1
hw_irqlkeraiselower_0.bpl.bpl.txt,OK,OK,OK,OK,OK,196,223,182,407,1886,1201.191888,1521.634428,923.1373920000001,653.581782,1093.362454,simulate8Clients/OR_8Clients,67.2877800623886,653.581782,Run1
serial_pendedcompletedrequest3_0.bpl.bpl.txt,OK,OK,OK,OK,OK,100,101,97,111,481,288.917665,202.22374000000002,241.029349,105.264251,110.14886,simulate8Clients/OR_8Clients,4.640330362489348,105.264251,Run1
mouclass_completerequest_1.bpl.bpl.txt,OK,OK,OK,OK,OK,68,62,49,79,235,40.477111,53.418593,42.991123,45.933026,38.340839,wholeBenchmarkRun/OR,5.571792521285197,40.477111,Run1
61883_removelockrelease2_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,566,498,519,1372,0,3598.670767,3598.659821,3598.647121,3598.666021,3600,NONE,NA,3600,Run1
mp_irqlkeapclte2_0.bpl.bpl.txt,OK,OK,OK,OK,OK,59,54,70,53,118,51.903454,39.306122,55.774011,78.871788,25.202499,wholeBenchmarkRun/OR,55.96120845000332,39.306122,Run1
serial_pagedcode_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,264,184,148,0,0,3598.745851,3598.73011,3598.73455,3600,3600,NONE,NA,3600,Run1
