Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,469.32,12894
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1318.82,7149
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,174.5,3153
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1801.38,3722
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,330.57,6114
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,87.88,2197
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,197.06,6706
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1184.89,6232
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,2311.74,3916
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,241.9,4166
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1002.32,6050
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,143.86,1913
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,45.25,2964
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,87.99,4913
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,584.63,3161
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,764.72,1527
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1000.89,31217
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,246.5,3008
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,68.07,2989
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,128.96,4067
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,108.12,4226
mouser_completerequest_0.bpl.bpl.txt,NOK,698.79,3684
