Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,577.95,14311
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1734.86,7128
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,148.98,3101
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1141.47,3688
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,280.92,6093
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,96.05,2272
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,143.34,6911
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1101.09,6118
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1071.61,3676
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,223.81,4165
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1242.49,6351
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,168.05,1905
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,20.66,1151
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,75.6,4991
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,588.08,3135
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,931.32,1509
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1033.85,30871
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,257.38,2941
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,148.3,6591
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,167.26,4326
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,105.83,3561
mouser_completerequest_0.bpl.bpl.txt,TIMEDOUT,3600,0
