0.021733,0.051085,1
0.023332,0.094303,1
0.000107,5.8E-05,0
0.00023,0.078909,1
0.002013,0.083553,1
0.002038,0.084124,1
0.002243,0.086569,1
0.002723,0.085516,1
0.001876,0.09295,1
0.009394,0.095921,1
0.002901,0.095495,1
0.002739,0.09297,1
0.007861,0.091127,1
0.006547,0.096291,1
0.011303,0.102743,1
0.003565,0.096771,1
0.005527,0.118977,1
0.013397,0.10263,1
0.003616,0.107942,2
0.002245,0.107656,1
0.004639,0.103938,2
0.00332,0.116076,2
0.003318,0.107651,2
0.005889,0.124982,1
0.009986,0.119672,1
0.00417,0.122153,1
0.005085,0.120313,1
0.004757,0.128392,1
0.005655,0.138645,1
0.00511,0.130328,1
0.006755,0.132208,1
0.005393,0.121996,1
0.004975,0.128743,1
0.005748,0.12575,1
0.010381,0.133817,1
0.01275,0.131474,1
0.013256,0.145076,1
0.013479,0.150288,1
0.013421,0.139325,1
0.01262,0.159082,1
0.015359,0.140092,1
0.018584,0.14782,1
0.021532,0.157998,1
0.018903,0.139173,1
0.021584,0.148025,1
0.018685,0.150071,1
0.025257,0.15414,1
0.019997,0.14666,1
0.027147,0.135779,1
0.016629,0.126415,1
0.015198,0.125342,1
0.016414,0.131927,1
0.014714,0.139679,1
0.015755,0.134577,1
0.016578,0.139794,1
0.01488,0.131142,1
0.017278,0.14119,1
0.01416,0.135356,1
0.01679,0.141568,1
0.018761,0.140649,1
0.017582,0.141723,1
0.019398,0.150616,1
0.017003,0.140642,1
0.020292,0.159284,1
0.017845,0.160803,1
0.020822,0.159993,1
0.022623,0.156409,1
0.019476,0.146903,1
0.018089,0.146644,1
0.021281,0.123901,1
0.004161,0.117188,1
0.003193,0.122639,2
0.001764,0.000148,0
0.00214,0.119108,1
0.004426,0.121061,1
0.003853,0.12649,1
0.013142,0.131808,1
0.009921,0.135139,1
0.007685,0.125739,1
0.01025,0.130826,1
0.012628,0.141285,1
0.010253,0.135802,1
0.011625,0.141229,1
0.010341,0.13597,1
0.009222,0.135559,1
0.014926,0.152394,1
0.013022,0.146075,1
0.015432,0.141212,1
0.016684,0.143974,1
0.018162,0.146823,1
0.018508,0.146402,1
0.016874,0.155181,1
0.023976,0.158705,1
0.017023,0.153342,1
0.017935,0.151074,1
0.015207,0.148965,1
0.013743,0.149365,1
0.02038,0.160311,1
0.015377,0.162037,1
0.015097,0.177244,1
0.014942,0.15864,1
0.013126,0.153093,1
0.014041,0.164652,1
0.014931,0.173403,1
0.01329,0.161881,1
0.016848,0.160546,1
0.019206,0.16628,1
0.015288,0.169635,1
0.018757,0.169818,1
0.028666,0.175195,1
0.016841,0.166755,1
0.017678,0.176422,1
0.019236,0.184838,1
0.018637,0.178549,1
0.017497,0.181293,1
0.022641,0.187808,1
0.020185,0.179422,1
0.019579,0.179683,1
0.019495,0.198155,1
0.022033,0.191665,1
0.018134,0.186413,1
0.01888,0.18466,1
0.019775,0.191568,1
0.01848,0.193953,1
0.019405,0.193757,1
0.016472,0.19001,1
0.013506,0.183912,1
0.002769,0.000379,0
0.014962,0.188715,1
0.016173,0.190285,1
0.018415,0.198397,1
0.018606,0.201208,1
0.017695,0.200451,1
0.014807,0.194192,1
0.016383,0.194528,1
0.015063,0.199298,1
0.016312,0.213536,1
0.015894,0.205549,1
0.019137,0.209832,1
0.014825,0.199033,1
0.017971,0.20773,1
0.018874,0.21509,1
0.017395,0.206797,1
0.016725,0.225663,1
0.016501,0.203498,1
0.020254,0.21741,1
0.017083,0.214521,1
0.017773,0.218755,1
0.020161,0.186188,2
0.023849,0.231375,1
0.023705,0.177556,1
0.027717,0.20665,1
0.02598,0.179203,1
0.028979,0.234394,1
0.014874,0.201721,1
0.014243,0.2076,1
0.01533,0.222107,1
0.016698,0.216219,2
0.01803,0.207417,1
0.017934,0.206817,1
0.017653,0.206521,1
0.017064,0.206606,1
0.018226,0.204341,1
0.015745,0.199272,1
0.015647,0.210897,1
0.017967,0.214149,1
0.017527,0.216148,1
0.01748,0.210719,1
0.019254,0.213373,1
0.003456,0.127722,1
0.003286,0.123241,2
0.003616,0.13405,2
0.003665,0.130174,1
0.008885,0.133958,2
0.009179,0.138379,2
0.003415,0.138135,1
0.003526,0.145853,1
0.01918,0.143267,1
0.008375,0.14124,1
0.008535,0.132231,1
0.014577,0.131157,1
0.007457,0.130604,1
0.003415,0.127791,1
0.003981,0.142184,1
0.003511,0.12948,2
0.003996,0.132593,1
0.00384,0.128185,2
0.004081,0.143433,1
0.003661,0.145341,1
0.004085,0.143025,1
0.003496,0.13625,1
0.004334,0.142693,1
0.015283,0.144477,1
0.016981,0.149035,1
0.016191,0.143275,1
0.016272,0.152087,1
0.014589,0.145769,1
0.01415,0.159031,2
0.018146,0.154475,2
0.014105,0.158768,1
0.013561,0.161036,2
0.013706,0.161306,2
0.015756,0.166928,1
0.015077,0.173888,1
0.014916,0.156463,1
0.016697,0.170849,1
0.016174,0.161843,1
0.017614,0.170878,1
0.018036,0.179049,1
0.015046,0.171511,1
0.015469,0.172509,1
0.015133,0.169415,1
0.017849,0.171211,1
0.015776,0.175093,1
0.016884,0.172289,1
0.018376,0.189045,1
0.017531,0.177915,1
0.018237,0.178539,1
0.019675,0.187499,1
0.018139,0.184583,1
0.019763,0.19126,1
0.028316,0.189398,1
0.027989,0.192091,1
0.025419,0.175222,1
0.025738,0.188868,1
0.027357,0.176567,1
0.027497,0.186882,1
0.026245,0.180385,1
0.030566,0.206779,1
0.015644,0.15157,2
0.018998,0.158799,2
0.015927,0.164102,1
0.01649,0.159636,2
0.015287,0.170342,2
0.01626,0.185384,1
0.015511,0.186409,1
0.017364,0.168641,1
0.016426,0.175541,1
0.018232,0.173994,1
0.016815,0.194113,1
0.017714,0.177138,1
0.016268,0.17691,1
0.017025,0.165838,1
0.016273,0.174089,1
0.018296,0.179502,1
0.016564,0.190969,1
0.016038,0.186838,1
0.01816,0.17853,1
0.016332,0.183408,1
0.017579,0.188542,1
0.01914,0.190308,1
0.019504,0.199276,1
0.039611,0.187384,1
0.030736,0.196492,1
0.028215,0.201122,1
0.02877,0.193904,1
0.034751,0.207788,1
0.026079,0.209475,1
0.03018,0.216079,1
0.031021,0.190264,1
0.029322,0.214111,1
0.016252,0.155311,2
0.017893,0.161938,2
0.016053,0.166703,1
0.018623,0.178484,2
0.01656,0.170672,2
0.005427,0.142592,1
0.004752,0.152804,1
0.004631,0.141039,1
