UWQ,0.168101,1
UWQ,0.010782,0
UWQ,1.73576,UWQ,0.908608,12
UWQ,0.901954,5
UWQ,0.740107,9
UWQ,0.82742,7
UWQ,0.589808,13
UWQ,0.750697,14
UWQ,0.988658,14
UWQ,0.778789,15
UWQ,1.273666,25
UWQ,1.029585,29
UWQ,1.688476,52
UWQ,1.21955,6
UWQ,0.885081,8
UWQ,0.856469,5
UWQ,1.646691,11
UWQ,1.285607,21
UWQ,1.675186,41
UWQ,1.975449,41
UWQ,0.869511,0
UWQ,1.795458,29
UWQ,1.659085,29
UWQ,2.149425,60
UWQ,2.886891,76
UWQ,1.78579,0
UWQ,2.538077,112
UWQ,3.616499,131
UWQ,2.445952,0
UWQ,1.070989,44
UWQ,1.516053,35
UWQ,1.722297,56
UWQ,2.116019,89
UWQ,1.911311,89
UWQ,2.912841,122
UWQ,1.335428,0
UWQ,3.234529,170
UWQ,5.069481,0
UWQ,0.005097,UWQ,0.531343,7
UWQ,0.721183,5
UWQ,0.907553,5
UWQ,0.872436,5
UWQ,0.861635,8
UWQ,1.282701,6
UWQ,1.135494,8
UWQ,0.795279,18
UWQ,0.755851,14
UWQ,1.203669,21
UWQ,1.183981,22
UWQ,1.6263,54
UWQ,1.022092,75
UWQ,2.25818,40
UWQ,1.998223,42
UWQ,2.845215,106
UWQ,2.540834,41
UWQ,2.424129,UWQ,2.759675,42
UWQ,1.991781,UWQ,1.035604,62
UWQ,1.34461,42
UWQ,1.798729,31
UWQ,1.248832,42
UWQ,2.424818,91
UWQ,2.555197,84
UWQ,1.790872,27
UWQ,2.037854,31
UWQ,2.812469,60
UWQ,3.496162,76
UWQ,2.240065,0
UWQ,4.035979,114
UWQ,3.843417,131
UWQ,2.441361,0
UWQ,4.164782,0
UWQ,3.304067,UWQ,1.251089,43
UWQ,2.040769,32
UWQ,2.652039,43
UWQ,2.075207,91
UWQ,2.996329,81
UWQ,2.813496,UWQ,3.151278,UWQ,0.005197,UWQ,0.898145,12
UWQ,1.140209,10
UWQ,0.972405,16
UWQ,0.962236,21
UWQ,0.644155,15
UWQ,0.852981,13
UWQ,1.550567,22
UWQ,1.82361,26
UWQ,1.970162,45
UWQ,1.71156,54
UWQ,1.730541,62
UWQ,1.436299,38
UWQ,1.764503,21
UWQ,2.017354,21
UWQ,1.810869,52
UWQ,1.878162,41
UWQ,1.322868,0
UWQ,2.80351,UWQ,2.033407,93
UWQ,3.447867,111
UWQ,3.569784,89
UWQ,3.488952,121
UWQ,3.789908,151
UWQ,3.295091,0
UWQ,4.176583,63
UWQ,3.289437,96
UWQ,3.913896,99
UWQ,2.95925,0
UWQ,4.40931,99
UWQ,4.418542,42
UWQ,4.848615,21
UWQ,4.934606,22
UWQ,3.004546,0
UWQ,6.325008,45
UWQ,3.290202,0
UWQ,5.704091,51
UWQ,3.638028,0
UWQ,2.901972,0
UWQ,2.796632,0
UWQ,4.60012,110
UWQ,3.707188,152
UWQ,5.564923,136
UWQ,3.435687,UWQ,4.934318,UWQ,2.885235,74
UWQ,4.902824,95
UWQ,4.10999,UWQ,4.437224,95
UWQ,4.737466,UWQ,4.262153,UWQ,0.977223,15
UWQ,0.986706,2
UWQ,1.006677,5
UWQ,0.987698,4
UWQ,1.0258,6
UWQ,1.285857,8
UWQ,1.330295,27
UWQ,0.857083,37
UWQ,0.853524,20
UWQ,1.609587,21
UWQ,1.603747,52
UWQ,1.940238,41
UWQ,2.112267,UWQ,0.00321,UWQ,1.458422,13
UWQ,1.141679,22
UWQ,1.250036,26
UWQ,1.500675,45
UWQ,1.227699,54
UWQ,1.137442,63
UWQ,1.500222,94
UWQ,2.99959,111
UWQ,2.922269,86
UWQ,3.849019,152
UWQ,4.751374,136
UWQ,4.006891,UWQ,5.830007,UWQ,2.243293,44
UWQ,3.155254,74
UWQ,2.98413,96
UWQ,4.737591,UWQ,2.913621,74
UWQ,3.237302,96
UWQ,5.433012,UWQ,3.986204,96
UWQ,3.633064,66
UWQ,4.073921,99
UWQ,4.579714,99
UWQ,3.363062,1
UWQ,2.861562,3
UWQ,3.177119,3
UWQ,2.931033,0
UWQ,3.276109,0
UWQ,2.29838,1
UWQ,2.803368,3
UWQ,3.153446,3
UWQ,3.031931,0
UWQ,2.648696,3
UWQ,3.160882,0
UWQ,4.419271,UWQ,0.011125,UWQ,2.074472,25
UWQ,1.133043,15
UWQ,1.721633,38
UWQ,2.010597,45
UWQ,2.809647,32
UWQ,2.701764,32
UWQ,2.524257,22
UWQ,2.824288,45
UWQ,2.259859,66
UWQ,2.291504,75
UWQ,2.15564,21
UWQ,2.611036,41
UWQ,2.503855,41
UWQ,3.109735,27
UWQ,3.696355,29
UWQ,3.612286,60
UWQ,3.242633,76
UWQ,2.162314,0
UWQ,3.96317,114
UWQ,4.703515,131
UWQ,2.236816,0
UWQ,2.803838,0
UWQ,2.854151,29
UWQ,2.656056,60
UWQ,2.234474,0
UWQ,4.717084,76
UWQ,4.322533,114
UWQ,2.313323,0
UWQ,4.685263,131
UWQ,3.349145,0
UWQ,4.167504,64
UWQ,2.986334,21
UWQ,3.185475,22
UWQ,3.787621,43
UWQ,3.815143,50
UWQ,1.646104,UWQ,4.386926,50
UWQ,2.082705,0
UWQ,2.155887,UWQ,4.077246,59
UWQ,3.856142,62
UWQ,2.613541,28
UWQ,3.159485,29
UWQ,3.700227,60
UWQ,2.623119,0
UWQ,4.27738,75
UWQ,4.751745,114
UWQ,3.645106,66
UWQ,5.109027,43
UWQ,4.654255,21
UWQ,2.662927,0
UWQ,4.724598,22
UWQ,4.355556,45
UWQ,3.144309,0
UWQ,5.346917,49
UWQ,3.077275,0
UWQ,5.144916,133
UWQ,3.169344,0
UWQ,3.467691,0
UWQ,3.677054,71
UWQ,4.126593,50
UWQ,1.938535,UWQ,4.894079,79
UWQ,2.341928,UWQ,2.71788,UWQ,3.643015,67
UWQ,3.676983,74
UWQ,3.366987,UWQ,4.750502,UWQ,1.407731,27
UWQ,1.404937,37
UWQ,1.459474,48
UWQ,1.376081,37
UWQ,1.765876,51
UWQ,1.668916,87
UWQ,2.598199,61
UWQ,3.496917,97
UWQ,3.885114,123
UWQ,3.561879,UWQ,2.967401,97
UWQ,3.99917,90
UWQ,2.904016,104
UWQ,3.065911,124
UWQ,2.643797,0
UWQ,3.92053,131
UWQ,2.508755,0
UWQ,3.643828,123
UWQ,1.577075,UWQ,4.037672,UWQ,1.810113,49
UWQ,2.46753,55
UWQ,1.555221,25
UWQ,2.115694,48
UWQ,2.314641,61
UWQ,3.341519,71
UWQ,2.079301,59
UWQ,2.348724,91
UWQ,3.632163,104
UWQ,2.231219,0
UWQ,3.755702,127
UWQ,4.394348,131
UWQ,3.032844,0
UWQ,2.288609,0
UWQ,3.556939,120
UWQ,2.723783,63
UWQ,3.264051,42
UWQ,3.966348,21
UWQ,3.274227,22
UWQ,4.156044,42
UWQ,4.025355,47
UWQ,1.921602,UWQ,2.103613,UWQ,3.690587,22
UWQ,3.088383,42
UWQ,4.009286,47
UWQ,1.838216,UWQ,3.376361,47
UWQ,1.851168,UWQ,2.149519,UWQ,5.849833,154
UWQ,4.900519,129
UWQ,5.287834,125
UWQ,4.811835,54
UWQ,4.750332,42
UWQ,4.353092,46
UWQ,2.523626,UWQ,6.039112,46
UWQ,2.453111,0
UWQ,2.711207,UWQ,6.767964,97
UWQ,4.292873,42
UWQ,5.616051,46
UWQ,3.151664,0
UWQ,3.149514,UWQ,5.15292,42
UWQ,3.339979,0
UWQ,4.650001,46
UWQ,2.162319,UWQ,4.628866,66
UWQ,2.988314,21
UWQ,3.271175,55
UWQ,3.73942,64
UWQ,3.972947,99
UWQ,4.197255,98
UWQ,2.863499,0
UWQ,3.728255,99
UWQ,3.58466,98
UWQ,2.698384,0
UWQ,3.831107,98
UWQ,2.660089,0
UWQ,2.899625,0
UWQ,5.093818,42
UWQ,3.226383,63
UWQ,3.910421,68
UWQ,4.786697,103
UWQ,2.374359,UWQ,4.287518,UWQ,6.266661,69
UWQ,5.481545,64
UWQ,4.764828,80
UWQ,4.935453,19
UWQ,2.037411,UWQ,5.787119,52
UWQ,2.537233,UWQ,2.352071,UWQ,6.608009,101
UWQ,5.819217,101
UWQ,8.366632,84
UWQ,2.787881,UWQ,3.556306,UWQ,6.207901,140
UWQ,5.836955,52
UWQ,3.34345,UWQ,7.297336,117
UWQ,4.668059,UWQ,3.091003,UWQ,2.849756,46
UWQ,2.802423,52
UWQ,2.410355,86
UWQ,2.747489,61
UWQ,3.776215,UWQ,3.14739,65
UWQ,3.348095,57
UWQ,4.302384,66
UWQ,3.109118,UWQ,3.973077,103
UWQ,4.519661,86
UWQ,4.92997,UWQ,5.628567,80
UWQ,2.817226,95
UWQ,3.803687,99
UWQ,4.58853,63
UWQ,5.862319,42
UWQ,6.493268,77
UWQ,3.971268,69
UWQ,5.3848,87
UWQ,2.455623,UWQ,3.182833,UWQ,6.395264,106
UWQ,6.7691,87
UWQ,3.288058,UWQ,7.576562,148
UWQ,4.085872,98
UWQ,4.311891,0
UWQ,3.765954,UWQ,4.650108,42
UWQ,5.229068,62
UWQ,4.379444,69
UWQ,5.210216,87
UWQ,3.347893,UWQ,4.933173,87
UWQ,3.896936,33
UWQ,2.408351,0
UWQ,3.141675,UWQ,4.989343,77
UWQ,3.525959,64
UWQ,4.296072,101
UWQ,4.118983,98
UWQ,2.413896,0
UWQ,3.084965,0
UWQ,6.393792,106
UWQ,5.792842,87
UWQ,3.888639,UWQ,7.157719,148
UWQ,3.647032,UWQ,5.481292,UWQ,4.526951,UWQ,1.255099,11
UWQ,0.922273,8
UWQ,1.252185,5
UWQ,1.314863,10
UWQ,1.243146,14
UWQ,1.284531,33
UWQ,1.887624,37
UWQ,1.809386,25
UWQ,1.332303,12
UWQ,1.490615,40
UWQ,1.55532,28
UWQ,1.718563,40
UWQ,1.447106,32
UWQ,0.76568,UWQ,1.179352,19
UWQ,2.033735,14
UWQ,2.059448,14
UWQ,1.783987,56
UWQ,2.01818,66
UWQ,2.08572,42
UWQ,1.430779,0
UWQ,2.480792,43
UWQ,2.347841,22
UWQ,3.370227,45
UWQ,2.457406,50
UWQ,2.355069,24
UWQ,1.113138,UWQ,3.203541,50
UWQ,2.830003,24
UWQ,1.263942,UWQ,2.551635,24
UWQ,1.534515,UWQ,1.73534,59
