UWQ,0.112584,9
UWQ,0.191797,18
UWQ,0.064451,1
UWQ,0.019681,3
UWQ,0.021677,2
UWQ,0.02492,5
UWQ,0.033899,6
UWQ,0.05851,7
UWQ,0.03333,8
UWQ,0.064158,9
UWQ,0.118569,10
UWQ,0.175434,14
UWQ,0.162147,23
UWQ,0.165009,12
UWQ,0.211817,8
UWQ,0.17756,8
UWQ,0.191869,10
UWQ,0.186811,21
UWQ,0.332161,11
UWQ,0.393008,15
UWQ,0.450059,19
UWQ,0.79784,25
UWQ,0.539424,28
UWQ,0.745307,47
UWQ,1.209373,39
UWQ,1.19616,42
UWQ,0.653199,21
UWQ,0.565953,23
UWQ,0.995468,35
UWQ,1.345435,41
UWQ,1.932649,48
UWQ,6.082393,49
UWQ,2.313767,30
UWQ,2.527905,28
UWQ,2.764827,40
UWQ,3.170419,47
UWQ,3.465481,24
UWQ,9.026458,44
UWQ,2.024793,20
UWQ,1.384557,17
UWQ,1.532761,13
UWQ,1.506778,16
UWQ,3.765107,19
UWQ,0.168234,0
UWQ,5.037722,20
UWQ,6.143156,18
UWQ,0.123438,0
UWQ,5.593292,22
UWQ,6.099359,25
UWQ,5.262761,28
UWQ,10.155833,29
UWQ,3.815301,37
UWQ,14.904318,32
UWQ,0.096702,0
UWQ,11.640296,29
UWQ,0.213943,0
UWQ,19.395791,43
UWQ,52.300859,50
UWQ,0.307982,0
UWQ,86.108572,47
UWQ,68.208554,17
UWQ,0.438631,0
UWQ,55.719584,18
UWQ,15.984481,13
UWQ,18.962317,12
UWQ,33.708831,23
UWQ,1.876213,0
UWQ,49.184025,22
UWQ,0.326997,0
UWQ,32.166206,22
UWQ,37.453906,26
UWQ,12.435048,13
UWQ,11.559479,8
UWQ,1.48075,0
UWQ,9.29263,10
UWQ,0.543046,0
UWQ,6.475205,11
UWQ,10.644973,14
UWQ,12.125935,17
UWQ,4.487858,0
UWQ,8.459018,13
UWQ,9.586079,12
UWQ,11.233262,17
UWQ,14.593358,21
UWQ,12.068228,4
UWQ,0.425848,0
UWQ,13.699613,5
UWQ,0.533985,0
UWQ,18.632792,4
UWQ,18.198977,3
UWQ,7.567552,0
UWQ,11.634693,3
UWQ,1.228641,0
UWQ,16.045386,2
UWQ,11.739737,5
UWQ,0.484238,0
UWQ,12.759122,2
UWQ,17.816509,1
UWQ,5.547552,0
UWQ,14.283696,1
UWQ,12.625936,0
UWQ,0.332698,UWQ,13.458176,23
UWQ,10.030508,18
UWQ,0.55115,0
UWQ,8.661089,13
UWQ,9.475357,12
UWQ,6.466631,0
UWQ,13.391025,18
UWQ,9.664034,0
UWQ,11.32053,12
UWQ,0.366435,0
UWQ,12.613041,13
UWQ,11.709919,16
UWQ,12.874495,23
UWQ,0.680537,0
UWQ,11.228709,14
UWQ,8.257817,16
UWQ,10.94273,26
UWQ,0.532907,0
UWQ,9.122316,48
UWQ,10.234661,25
UWQ,12.539519,50
UWQ,10.299756,38
UWQ,11.333682,4
UWQ,0.419146,0
UWQ,10.011458,7
UWQ,12.560585,12
UWQ,10.674657,20
UWQ,12.800012,10
UWQ,12.013919,16
UWQ,13.70991,0
UWQ,12.407134,23
UWQ,6.14684,0
UWQ,11.827033,28
UWQ,12.798335,26
UWQ,12.437841,13
UWQ,8.682667,0
UWQ,11.256857,18
UWQ,3.91264,0
UWQ,9.469254,22
UWQ,11.277559,17
UWQ,0.459333,0
UWQ,12.566828,17
UWQ,8.657784,12
UWQ,10.563541,17
UWQ,10.765328,15
UWQ,10.025837,0
UWQ,12.233428,7
UWQ,0.324472,0
UWQ,13.815314,9
UWQ,8.289948,0
UWQ,11.551548,8
UWQ,7.172008,0
UWQ,10.328262,7
UWQ,10.251315,7
