UWQ,0.063284,1
UWQ,0.001404,1
UWQ,0.000759,1
UWQ,0.000922,1
UWQ,0.000665,1
UWQ,0.002435,1
UWQ,0.001472,0
UWQ,0.007246,UWQ,0.126201,2
UWQ,0.139367,1
UWQ,0.156575,1
UWQ,0.093799,2
UWQ,0.0848,0
UWQ,0.253237,5
UWQ,0.13391,4
UWQ,0.124781,5
UWQ,0.12253,6
UWQ,0.131066,6
UWQ,0.102962,6
UWQ,0.104526,9
UWQ,0.206011,12
UWQ,0.224788,19
UWQ,0.229183,27
UWQ,0.32128,18
UWQ,0.196276,15
UWQ,0.267564,23
UWQ,0.461539,21
UWQ,0.43824,27
UWQ,0.559903,21
UWQ,0.471697,36
UWQ,0.741451,32
UWQ,1.055819,28
UWQ,1.347393,24
UWQ,2.393838,25
UWQ,1.10788,6
UWQ,1.565262,13
UWQ,1.578584,16
UWQ,1.654431,7
UWQ,1.569371,4
UWQ,1.407181,7
UWQ,1.610638,8
UWQ,0.3778,0
UWQ,0.818859,UWQ,1.753278,18
UWQ,2.462102,14
UWQ,3.066788,13
UWQ,2.996524,8
UWQ,3.122134,20
UWQ,2.958056,32
UWQ,2.609219,20
UWQ,3.563338,8
UWQ,3.484405,12
UWQ,3.618666,16
UWQ,0.899073,UWQ,0.000495,UWQ,0.011866,UWQ,0.132302,UWQ,4.272735,74
UWQ,5.102085,67
UWQ,3.413842,68
UWQ,3.777582,81
UWQ,2.787138,55
UWQ,2.216117,64
UWQ,3.459466,46
UWQ,3.393577,48
UWQ,2.098565,14
UWQ,1.877046,10
UWQ,2.146936,22
UWQ,2.490127,21
UWQ,3.739517,49
UWQ,0.963887,0
UWQ,2.808342,58
UWQ,2.923697,55
UWQ,3.822467,73
UWQ,1.232817,0
UWQ,6.048026,56
UWQ,5.611104,51
UWQ,2.021686,1
UWQ,1.725739,2
UWQ,1.618573,2
UWQ,1.767696,1
UWQ,1.613901,2
UWQ,1.377008,0
UWQ,6.531066,57
UWQ,5.84615,43
UWQ,5.665603,30
UWQ,5.403427,13
UWQ,4.593425,22
UWQ,1.73549,0
UWQ,5.65284,27
UWQ,6.113813,18
UWQ,3.894754,11
UWQ,4.374192,18
UWQ,4.831184,8
UWQ,1.680943,0
UWQ,5.871941,1
UWQ,3.823346,2
UWQ,2.644282,0
UWQ,6.88785,2
UWQ,6.166519,1
UWQ,2.509331,0
UWQ,5.039399,0
UWQ,5.379393,3
UWQ,4.761899,8
UWQ,5.751716,2
UWQ,2.155896,9
UWQ,2.024636,0
UWQ,5.446327,1
UWQ,6.849263,0
UWQ,0.001808,UWQ,4.765257,11
UWQ,4.834225,24
UWQ,4.504127,21
UWQ,4.138756,5
UWQ,4.450664,7
UWQ,4.143851,10
UWQ,6.552284,7
UWQ,6.501577,1
UWQ,7.303012,2
UWQ,5.731739,0
UWQ,4.757245,0
UWQ,0.001005,UWQ,0.001065,UWQ,0.002144,UWQ,8.824625,61
UWQ,7.198328,16
UWQ,6.994292,19
UWQ,4.455124,26
UWQ,4.46477,26
UWQ,5.405756,7
UWQ,5.742368,8
UWQ,5.025971,14
UWQ,5.106348,9
UWQ,6.561114,0
UWQ,1.837564,UWQ,0.977347,UWQ,0.930049,UWQ,8.580549,36
UWQ,6.345932,20
UWQ,7.504146,44
UWQ,6.932668,40
UWQ,2.226086,UWQ,6.271861,31
UWQ,4.171181,12
UWQ,3.560176,UWQ,1.543719,UWQ,1.278,UWQ,4.22948,42
UWQ,3.203095,30
UWQ,3.436474,62
UWQ,4.312299,78
UWQ,4.041163,74
UWQ,5.112323,73
UWQ,6.638565,86
UWQ,9.224065,71
UWQ,1.493229,0
UWQ,10.380082,55
UWQ,1.834675,0
UWQ,13.325083,71
UWQ,3.481934,10
UWQ,3.781484,22
UWQ,4.042219,21
UWQ,5.138287,49
UWQ,5.034607,58
