UWQ,0.075116,1
UWQ,0.002258,1
UWQ,0.001722,1
UWQ,0.000918,0
UWQ,0.109977,1
UWQ,0.037114,2
UWQ,0.043519,1
UWQ,0.032281,1
UWQ,0.033705,1
UWQ,0.032952,1
UWQ,0.032673,1
UWQ,0.040862,1
UWQ,0.038949,0
UWQ,0.360091,4
UWQ,0.09473,1
UWQ,0.071515,1
UWQ,0.274118,4
UWQ,0.237406,7
UWQ,0.477649,8
UWQ,0.348214,10
UWQ,0.252484,20
UWQ,0.521996,15
UWQ,0.599086,17
UWQ,0.573605,21
UWQ,0.579329,22
UWQ,0.687276,31
UWQ,1.091878,29
UWQ,0.781507,45
UWQ,1.239865,45
UWQ,0.878805,8
UWQ,0.808933,4
UWQ,0.76575,2
UWQ,0.600634,2
UWQ,0.672834,18
UWQ,0.779413,10
