Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,460.53,14248
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1165.68,6738
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,124.23,3176
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,818.58,3567
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,221.58,6096
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,88.02,2343
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,132.39,7119
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1270.48,6427
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,829.67,3574
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,177.9,4137
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1080.1,6236
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,1646.1,8665
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,36.34,2952
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,58.05,4919
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,509.73,3257
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,871.11,1740
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1502.85,40512
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,245.5,3030
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,95.75,5446
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,70.81,3960
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,120.9,5579
mouser_completerequest_0.bpl.bpl.txt,NOK,638.26,3365
