Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,579.26,14539
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1732.25,6895
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,187.86,4615
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1362.08,3715
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,273.73,6091
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,93.74,2615
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,173.12,7560
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1020.12,6191
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1483.73,3794
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,202.89,4153
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1232.23,6405
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,3277.6,7037
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,35.13,2958
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,48.37,4782
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,463.46,3210
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,499.52,1722
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,946.65,31162
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,219.02,2999
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,37.74,2998
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,87.1,4849
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,52.85,3449
mouser_completerequest_0.bpl.bpl.txt,TIMEDOUT,3600,0
