Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,ReachedBound,628.75,14600
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1927.14,6596
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,128.45,3666
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1420.56,3722
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,221.76,6091
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,107.75,2457
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,178.8,7542
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1265.16,6433
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1325.96,3779
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,197.54,4135
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1006.27,6149
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,403.0,4343
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,27.84,2228
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,47.42,4831
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,509.19,3305
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,536.82,1778
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1033.17,30835
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,231.69,3036
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,121.76,7265
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,107.31,4679
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,91.07,4346
mouser_completerequest_0.bpl.bpl.txt,NOK,628.81,3215
