Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,1047.21,14856
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1408.07,6911
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,118.42,3399
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1348.34,3770
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,248.46,6103
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,89.15,2264
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,118.3,6955
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1246.99,6368
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1839.33,3793
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,194.06,4150
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1557.9,6514
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,3319.81,7001
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,36.32,2365
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,50.55,4822
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,448.16,3121
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,457.05,1565
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1442.44,40333
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,269.24,3091
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,78.75,4904
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,88.1,4395
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,117.0,4850
mouser_completerequest_0.bpl.bpl.txt,NOK,824.77,4034
