Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,526.04,14282
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1962.92,6586
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,119.74,3297
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,786.29,3503
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,239.43,6100
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,129.96,2655
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,152.88,7283
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,982.32,6075
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,807.18,3541
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,184.78,4123
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1091.96,6220
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,1126.26,4019
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,28.76,2898
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,55.67,4878
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,570.27,3308
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,570.35,1760
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1354.84,38054
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,211.19,3019
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,104.98,5715
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,84.57,3916
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,136.91,6393
mouser_completerequest_0.bpl.bpl.txt,NOK,505.18,3194
