0.02296,1
0.003583,1
9.3E-05,0.000379,1
0.000609,1
0.000539,1
0.000567,1
0.000538,1
0.000413,1
0.000537,1
0.000568,1
0.000231,1
0.000341,1
0.000267,1
0.00027,1
0.000689,1
0.000298,1
0.007455,1
0.000418,1
0.000436,7
0.013556,17
0.016361,7
0.007169,12
0.010821,20
0.030896,20
0.035613,22
0.041994,30
0.070603,49
0.085838,57
0.078988,96
0.190932,111
0.229161,115
0.333963,70
0.420198,70
0.558152,55
0.639941,58
0.694451,42
0.830472,55
0.959101,67
1.203545,83
1.438249,88
0.396019,5
0.007755,0
1.6194,99
1.731054,130
2.343675,166
2.801255,160
0.432736,19
0.012493,0
0.390864,25
0.451264,23
3.483382,132
3.312859,139
0.639925,16
4.08716,141
0.59756,7
3.849454,91
4.010914,90
4.283396,90
0.614838,9
2.703453,45
2.915752,41
3.044032,36
0.709134,4
1.483764,26
1.493148,26
1.761096,33
0.671391,5
1.75938,35
0.657522,6
0.636946,5
0.578486,8
1.812155,31
0.878142,25
1.00298,21
0.700678,6
0.59222,7
1.057807,30
0.705956,10
1.122045,29
1.193133,28
1.161465,19
1.24816,35
1.222817,18
1.220108,16
1.282217,14
1.376888,13
1.298579,10
0.825721,7
1.415257,12
1.559819,15
0.91998,4
0.906773,4
0.906814,4
0.898226,5
0.736109,5
0.423366,3
0.703463,5
0.283976,1
0.787401,4
0.097471,0
1.045311,7
0.2474,5
0.70355,10
0.71713,4
0.72984,5
0.324786,2
0.844069,6
0.324376,10
0.304514,0.000392,0.04186,0
0.924194,4
0.865112,4
0.884578,4
0.669996,5
0.697811,5
0.718524,5
0.293901,1
0.302263,1
0.310833,1
0.755483,2
0.019185,0.063429,1.58761,8
1.493136,8
1.626065,8
1.56611,8
1.572295,8
1.672569,8
1.557,8
1.728617,8
1.654825,8
0.650046,6
0.73876,6
1.305054,6
0.724529,5
1.16968,5
1.111032,5
1.101245,5
0.989791,2
0.774068,3
0.786881,0
0.000323,0.000263,1.765106,32
2.097061,32
2.013568,36
2.236836,32
2.453057,25
2.429796,37
0.754258,13
2.238087,33
2.286463,25
2.365681,29
2.434153,24
0.686041,9
2.380276,24
0.5471,3
2.530514,23
0.70825,7
2.270811,19
2.449392,15
0.739412,8
0.989149,18
1.676359,13
1.658375,13
1.706518,10
1.806094,10
0.6173,31
0.611055,20
1.8233,6
1.773817,5
0.618931,12
2.059644,14
0.692132,7
0.693183,5
0.639316,11
0.719486,6
0.7909,5
0.673257,6
0.645856,4
0.718091,8
1.094446,19
1.058749,18
1.127398,17
1.058964,33
1.180696,16
1.221163,15
1.241604,15
1.194762,15
1.033342,4
1.029968,0
0.77588,8
0.39933,15
0.387793,16
0.894195,10
0.423495,12
0.390754,27
0.803615,8
0.852326,10
0.491515,17
0.78743,5
0.971325,4
0.449118,23
0.530862,17
1.280344,4
0.441505,5
0.811284,7
0.721642,6
0.668718,6
0.799362,9
0.728914,6
0.884878,10
0.803744,7
0.781299,6
0.900971,2
0.933077,10
0.914299,6
0.81091,0.000357,0.000341,2.219768,13
1.558923,0.000487,0.000416,0.000451,0.000298,0.000448,5.221216,130
4.211609,86
4.324052,77
4.365762,68
1.342455,17
1.772969,27
0.545191,24
1.749821,23
0.565711,25
1.87842,19
1.837132,35
1.986477,9
0.662783,12
2.016975,18
0.634782,7
0.571652,5
2.103386,19
2.077284,18
0.597919,9
2.115451,18
2.102606,17
2.190167,17
0.704556,4
2.098657,15
2.335532,18
0.652472,5
0.666948,6
2.150355,18
0.663862,9
0.719846,5
0.676732,6
2.343689,25
2.336406,29
2.441855,16
2.624985,32
2.738444,36
1.497479,17
1.509088,9
0.819231,10
1.427805,10
1.445253,11
1.413168,10
1.450443,8
0.754355,10
0.400565,8
0.598459,7
1.098081,8
0.775703,4
0.674681,1.135151,2.694847,17
2.802632,9
1.626043,10
1.64884,11
1.619691,10
1.832866,1.070666,0.017101,0.033929,0
0.000554,0.034744,0
1.456484,1.710659,
