0.022111,1
0.018908,1
0.000112,0.000199,1
0.000336,1
0.00033,1
0.000767,1
0.000968,1
0.000458,1
0.008115,1
0.000596,1
0.000548,11
0.027573,17
0.034098,18
0.014927,26
0.041403,28
0.037245,45
0.095581,38
0.130312,24
0.131027,40
0.250036,42
0.279975,38
0.288535,34
0.378672,38
0.481097,53
0.471056,61
0.544745,79
0.622275,77
0.672875,91
1.011919,92
1.516707,118
1.991855,160
0.015338,0
2.386153,188
2.90902,300
3.471003,297
0.019093,0
5.506216,444
8.441484,445
7.682184,236
8.675068,297
1.328074,6
7.029973,150
8.398356,139
0.937528,4
6.034573,57
6.654408,70
0.809999,2
0.783141,2
0.96112,5.968551,33
5.995524,32
0.606999,0
6.517718,10.071959,93
4.50358,27
5.506731,32
5.94353,18
2.128842,5
5.114887,18
0.779202,3
0.842749,3
5.932862,24
0.882638,3
0.80935,3
6.037066,37
23.836315,43
0.447969,11.731525,56
0.060419,0
1.00199,3
14.48772,56
0.061431,0
14.171952,58
0.821268,1
16.469891,64
18.011381,63
0.912596,0
10.619093,51
11.451539,3
0.068111,0
5.808825,37
6.071138,45
1.385532,0
1.111249,2
8.349317,28
0.03493,1.065504,2
6.350221,22
0.990532,2
7.964159,23
1.154882,4
5.152318,13
0.93118,4
5.276296,11
0.918259,3
3.390641,13
3.416989,6
3.661127,5.894823,14
0.462438,0
1.160789,2
4.976449,1
5.42287,0.031838,0.058734,0
0.063761,0
0.057884,0
0.030187,4.851009,18
2.122814,0
0.133711,0.058271,5.236775,2.447908,169
3.699102,84
5.067272,33
5.67967,65
5.578095,48
5.957502,32
6.023766,16
2.830902,2
3.483348,15
3.640733,15
4.149257,0
0.000421,0.000374,0.000437,0.001341,2.845623,219
5.312348,142
6.277139,99
7.085408,109
7.442788,106
7.845575,100
10.264421,68
12.580888,3
4.089239,24
4.345878,34
4.18789,11
1.510816,3.057172,16
2.854625,16
2.960189,8
2.903537,8
3.450909,0.000493,0.000502,0.000472,0.000884,0.001642,0.000327,
