Name,UW_OutCome,splitOnDemand_Outcome,UW_TotalSplits,splitOnDemand_TotalSplits,UW_RunTime,splitOnDemand_RunTime,Who Performed Better,By How Much Percentage,splitOnDemand TimedOut but not UW,UW TimedOut but not splitOnDemand
modem_completerequest_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,642,17,3598.244817,3598.093599,TIMED-OUT,TIMED-OUT,0,0
Imapi_removelockforwarddevicecontrol2_0.bpl.bpl.txt,TIMEDOUT,OK,1647,121,3598.290271,2001.229392,splitOnDemand,TIMED-OUT,0,1
avc_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1438,23,3598.037489,3597.893074,TIMED-OUT,TIMED-OUT,0,0
61883_pendedcompletedrequest_0.bpl.bpl.txt,NOK,NOK,57,23,64.87113199999999,187.82278300000002,UW,189.53214967791845,0,0
ppa3x_completerequest_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1193,78,3598.450779,3598.343973,TIMED-OUT,TIMED-OUT,0,0
mouser_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,TIMEDOUT,OK,2178,154,3598.370163,1521.9726919999998,splitOnDemand,TIMED-OUT,0,1
kbdclass_removelockmnsurpriseremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1499,50,3598.445247,3598.386813,TIMED-OUT,TIMED-OUT,0,0
kerneldriver_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1746,46,3598.37371,3598.07724,TIMED-OUT,TIMED-OUT,0,0
mp_irqlkewaitformutexobject_0.bpl.bpl.txt,TIMEDOUT,OK,1846,118,3595.919026,1468.16131,splitOnDemand,TIMED-OUT,0,1
mp_pendedcompletedrequest3_0.bpl.bpl.txt,TIMEDOUT,OK,1951,158,3596.458918,1076.706707,splitOnDemand,TIMED-OUT,0,1
sbp2port_removelockrelease2_0.bpl.bpl.txt,NOK,NOK,21,19,5.816268000000001,5.6374949999999995,splitOnDemand,3.1711425021219783,0,0
serial_irqlzwpassive_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1491,75,3597.878018,3597.661205,TIMED-OUT,TIMED-OUT,0,0
driver_irqliopassive5_1.bpl.bpl.txt,OK,OK,19,23,12.567661999999999,15.195287999999998,UW,20.90783472693648,0,0
mouser_removelockreleasepnp_1.bpl.bpl.txt,NOK,NOK,404,48,954.261678,2105.94913,UW,120.68885071585156,0,0
serial_markingqueuedirps_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2111,169,3597.581154,3597.713902,TIMED-OUT,TIMED-OUT,0,0
mouser_removelockforward2_0.bpl.bpl.txt,NOK,NOK,46,46,30.971258000000002,28.508858999999998,splitOnDemand,8.63731165109065,0,0
cyzport_irqlkedispatchlte_0.bpl.bpl.txt,NOK,NOK,44,18,61.75621099999999,126.135399,UW,104.24730882534232,0,0
usbccgp_irqliopassive3_0.bpl.bpl.txt,TIMEDOUT,OK,1809,56,3597.333734,1870.898011,splitOnDemand,TIMED-OUT,0,1
serial_pendedcompletedrequest3_0.bpl.bpl.txt,OK,OK,619,143,1743.733304,1961.269611,UW,12.475319849714808,0,0
sbp2port_irqlkeraiselower_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1268,16,3597.070374,3597.374214,TIMED-OUT,TIMED-OUT,0,0
cyzport_irqlkesetevent_0.bpl.bpl.txt,NOK,NOK,18,21,14.107534000000001,17.485267999999998,UW,23.942767034975752,0,0
sys_zwregistrycreate_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,133,112,3598.545941,3598.487807,TIMED-OUT,TIMED-OUT,0,0
mouclass_signaleventincompletion_1.bpl.bpl.txt,OK,OK,405,109,807.1254640000001,316.723872,splitOnDemand,154.83568980869248,0,0
sbp2port_forwardedatbadirqlallocate_0.bpl.bpl.txt,NOK,NOK,35,17,20.560552,20.266194,splitOnDemand,1.452458216870926,0,0
avc_irqlkesetevent_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1254,18,3597.770011,3597.808004,TIMED-OUT,TIMED-OUT,0,0
61883_markqueryrelations_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1534,84,3598.300684,3598.085645,TIMED-OUT,TIMED-OUT,0,0
avc_forwardedatbadirql_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1035,27,3598.16245,3598.243503,TIMED-OUT,TIMED-OUT,0,0
usbprint_completerequest_0.bpl.bpl.txt,NOK,NOK,32,34,27.300735,27.1049,splitOnDemand,0.7225077384531906,0,0
parport_markstartdevice_0.bpl.bpl.txt,NOK,NOK,38,31,32.975815,27.914932,splitOnDemand,18.12966264793336,0,0
driver_markingqueuedirps_3.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1871,142,3596.251838,3596.197421,TIMED-OUT,TIMED-OUT,0,0
61883_removelockreleasedevicecontrol_1.bpl.bpl.txt,NOK,NOK,61,18,90.445965,101.193327,UW,11.882632906841113,0,0
1394diag_ioallocatecomplete_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1933,74,3598.44765,3598.21975,TIMED-OUT,TIMED-OUT,0,0
avc_markirppending_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1041,85,3597.6957,3597.944247,TIMED-OUT,TIMED-OUT,0,0
sbp2port_pendedcompletedrequest3_1.bpl.bpl.txt,NOK,NOK,32,11,27.754625,7.964741999999999,splitOnDemand,248.46860074061414,0,0
61883_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,437,14,3595.842674,3595.795829,TIMED-OUT,TIMED-OUT,0,0
tffsport_spinlocksafe_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,86,29,3597.401597,3597.092352,TIMED-OUT,TIMED-OUT,0,0
kbdclass_removelockreleasepnp_1.bpl.bpl.txt,NOK,NOK,144,24,233.112504,311.54689199999996,UW,33.64658122328777,0,0
1394vdev_completerequest_0.bpl.bpl.txt,NOK,NOK,62,28,96.790999,48.708137,splitOnDemand,98.7162822507459,0,0
mouser_removelock_0.bpl.bpl.txt,NOK,NOK,519,38,1227.884713,2289.3774569999996,UW,86.448893186929,0,0
Imapi_markirppending_0.bpl.bpl.txt,TIMEDOUT,OK,1822,84,3598.328354,1860.542618,splitOnDemand,TIMED-OUT,0,1
61883_pendedcompletedrequest_1.bpl.bpl.txt,NOK,NOK,38,19,33.377586,43.487880000000004,UW,30.29066871402864,0,0
daytona_completerequeststatuscheck_1.bpl.bpl.txt,TIMEDOUT,OK,2101,100,3597.906719,385.89919000000003,splitOnDemand,TIMED-OUT,0,1
avc_completerequest_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1260,65,3597.511532,3597.529309,TIMED-OUT,TIMED-OUT,0,0
avc_markirppending_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,773,78,3597.992787,3597.60304,TIMED-OUT,TIMED-OUT,0,0
61883_lowerdriverreturn_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1418,73,3597.660094,3597.70533,TIMED-OUT,TIMED-OUT,0,0
serial_irqlexallocatepool_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1163,65,3597.876001,3597.8534,TIMED-OUT,TIMED-OUT,0,0
cyzport_irqlreturn_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,599,130,3598.013896,3597.852029,TIMED-OUT,TIMED-OUT,0,0
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,NOK,205,84,296.671473,480.135539,UW,61.840818109262564,0,0
modem_markirppending_0.bpl.bpl.txt,NOK,NOK,187,21,432.139155,1503.473284,UW,247.9141537174524,0,0
61883_multremovelock_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2336,172,3597.963507,3597.963138,TIMED-OUT,TIMED-OUT,0,0
kbdclass_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,OK,1534,132,3598.487917,1987.546036,splitOnDemand,TIMED-OUT,0,1
parport_irqlexallocatepool_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,854,42,3597.000221,3597.1386,TIMED-OUT,TIMED-OUT,0,0
driver_zwregistryopen_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1490,25,3595.338986,3595.210388,TIMED-OUT,TIMED-OUT,0,0
mouser_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,TIMEDOUT,OK,2427,144,3598.287181,1318.9622860000002,splitOnDemand,TIMED-OUT,0,1
tffsport_checkdeviceobjectflags_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,870,179,3595.392977,3595.085523,TIMED-OUT,TIMED-OUT,0,0
sbp2port_lowerdriverreturn_1.bpl.bpl.txt,NOK,NOK,34,30,10.906782,10.166250999999999,splitOnDemand,7.28420929209795,0,0
61883_removelock_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,928,51,3597.634642,3597.790783,TIMED-OUT,TIMED-OUT,0,0
61883_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,NOK,NOK,25,13,21.135083,23.976193,UW,13.442625231232814,0,0
winnt_completerequest_0.bpl.bpl.txt,NOK,NOK,31,18,20.758176,21.258032,UW,2.407995769955902,0,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,NOK,54,15,74.909125,142.987436,UW,90.88119905285237,0,0
partmgr_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,505,65,3598.571503,3598.660799,TIMED-OUT,TIMED-OUT,0,0
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,OK,OK,150,101,373.241195,309.97749799999997,splitOnDemand,20.40912563272578,0,0
mp_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,OK,2180,142,3596.362378,1567.2760970000002,splitOnDemand,TIMED-OUT,0,1
mouser_iobuilddevicecontrolwait_1.bpl.bpl.txt,TIMEDOUT,OK,2232,146,3598.541004,993.819128,splitOnDemand,TIMED-OUT,0,1
61883_completerequest_1.bpl.bpl.txt,NOK,NOK,35,17,42.429013999999995,45.044348,UW,6.164022571912712,0,0
mp_irqlreturn_0.bpl.bpl.txt,OK,OK,1089,108,2264.998728,478.35990200000003,splitOnDemand,373.4925980480696,0,0
mouser_removelockmnsurpriseremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1214,23,3598.676332,3598.483336,TIMED-OUT,TIMED-OUT,0,0
daytona_removelock_0.bpl.bpl.txt,NOK,NOK,121,42,144.014708,95.858608,splitOnDemand,50.23659429730088,0,0
modem_pendedcompletedrequest2_0.bpl.bpl.txt,NOK,NOK,529,18,1510.022447,2277.245462,UW,50.8087158918903,0,0
parzip_removelockreleasepnp_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,817,47,3598.23806,3598.500688,TIMED-OUT,TIMED-OUT,0,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,OK,210,93,3418.62901,3266.79329,splitOnDemand,4.6478520837172415,0,0
kbdclass_ioallocatefree_1.bpl.bpl.txt,NOK,NOK,72,11,99.557866,83.279742,splitOnDemand,19.546318959537608,0,0
1394diag_completerequest_0.bpl.bpl.txt,NOK,NOK,75,22,140.83660799999998,160.307692,UW,13.825300308283497,0,0
sbp2port_pendedcompletedrequest_0.bpl.bpl.txt,NOK,NOK,80,68,90.578832,72.52808900000001,splitOnDemand,24.887934107846128,0,0
usbprint_ioallocatecomplete_0.bpl.bpl.txt,NOK,NOK,30,19,20.317902,21.274943999999998,UW,4.710338695402693,0,0
partmgr_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,272,111,3598.464576,3598.321183,TIMED-OUT,TIMED-OUT,0,0
mouser_removelockreleasepower_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1202,51,3598.654643,3598.643275,TIMED-OUT,TIMED-OUT,0,0
61883_pendedcompletedrequest3_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1205,26,3597.920556,3597.704546,TIMED-OUT,TIMED-OUT,0,0
filter_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1429,81,3596.026519,3595.755989,TIMED-OUT,TIMED-OUT,0,0
driver_irqliopassive3_2.bpl.bpl.txt,OK,OK,19,18,12.877102,12.7925,splitOnDemand,0.661340629274968,0,0
hw_irpcancelfield_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2360,142,3597.969469,3598.052097,TIMED-OUT,TIMED-OUT,0,0
hw_irqliopassive2_0.bpl.bpl.txt,TIMEDOUT,OK,2146,141,3597.633551,1616.1545489999999,splitOnDemand,TIMED-OUT,0,1
modem_irqlkereleasespinlock_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,352,14,3598.21638,3598.254317,TIMED-OUT,TIMED-OUT,0,0
driver_irqlobpassive_0.bpl.bpl.txt,OK,OK,18,20,12.613139,15.087553,UW,19.617749396086094,0,0
usbccgp_irqlioapclte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1895,65,3597.423537,3597.414664,TIMED-OUT,TIMED-OUT,0,0
61883_removelock_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,662,61,3597.447031,3597.7481,TIMED-OUT,TIMED-OUT,0,0
sys_iobuilddeviceiocontrolsetevent_0.bpl.bpl.txt,TIMEDOUT,OK,933,134,3598.189577,2900.7724049999997,splitOnDemand,TIMED-OUT,0,1
