Name,OR_OutCome,AlphaDecay_Outcome,OR_TotalSplits,AlphaDecay_TotalSplits,OR_RunTime,AlphaDecay_RunTime,Who Performed Better,By How Much Percentage,AlphaDecay TimedOut but not OR,OR TimedOut but not AlphaDecay
61883_markqueryrelations_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2369,2321,3598.430551,3598.364136,TIMED-OUT,TIMED-OUT,0,0
filter_lowerdriverreturn_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2227,2100,3597.877185,3598.087262,TIMED-OUT,TIMED-OUT,0,0
kbdclass_forwardedatbadirqlallocate_1.bpl.bpl.txt,NOK,NOK,29,60,26.910598,66.904717,OR,148.61846994258545,0,0
mouclass_completerequest_1.bpl.bpl.txt,OK,OK,73,64,87.788049,85.95485,AlphaDecay,2.1327464360649895,0,0
61883_removelockreleasedevicecontrol_0.bpl.bpl.txt,NOK,NOK,27,27,12.404359,23.982098,OR,93.33605227001252,0,0
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,NOK,137,123,159.159864,141.413702,AlphaDecay,12.549110693672382,0,0
kbdclass_nsremovelockquerymnremove_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1273,1235,3598.490319,3598.124339,TIMED-OUT,TIMED-OUT,0,0
sbp2port_lowerdriverreturn_1.bpl.bpl.txt,NOK,NOK,39,36,12.880500000000001,11.926943999999999,AlphaDecay,7.994973398047334,0,0
kbdclass_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2269,2256,3598.58917,3598.565437,TIMED-OUT,TIMED-OUT,0,0
sys_iobuilddeviceiocontrolsetevent_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2004,2038,3598.162232,3598.22192,TIMED-OUT,TIMED-OUT,0,0
sbp2port_spinlocksafe_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2123,2083,3597.929155,3597.78345,TIMED-OUT,TIMED-OUT,0,0
modem_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1593,1789,3597.825399,3597.766922,TIMED-OUT,TIMED-OUT,0,0
partmgr_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,245,261,3598.423382,3598.456843,TIMED-OUT,TIMED-OUT,0,0
Imapi_removelockforwarddevicecontrol2_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,174,345,3598.474971,3598.256919,TIMED-OUT,TIMED-OUT,0,0
mouclass_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,NOK,NOK,69,61,77.755403,63.064501,AlphaDecay,23.2950420078643,0,0
mouser_removelockreleasepower_1.bpl.bpl.txt,TIMEDOUT,NOK,243,54,3598.656233,26.149465,AlphaDecay,TIMED-OUT,0,1
sbp2port_deletedevice_0.bpl.bpl.txt,OK,OK,60,87,102.918397,229.986077,OR,123.4644958568486,0,0
mouclass_powerdownallocate_1.bpl.bpl.txt,OK,OK,299,226,593.035808,473.80736900000005,AlphaDecay,25.16390558712478,0,0
usbccgp_forwardedatbadirql_0.bpl.bpl.txt,NOK,NOK,53,48,40.534192000000004,42.79702,OR,5.582516607213975,0,0
sbp2port_irqlioapclte_1.bpl.bpl.txt,OK,OK,25,85,32.1849,105.754151,OR,228.58312749146336,0,0
driver_irqliopassive5_1.bpl.bpl.txt,OK,OK,1,2,1.8503260000000004,2.5811800000000003,OR,39.498661316978726,0,0
mouser_iobuilddeviceiocontrolsetevent_1.bpl.bpl.txt,NOK,NOK,21,18,8.25797,5.711184,AlphaDecay,44.592960058719875,0,0
hw_completerequest_0.bpl.bpl.txt,NOK,NOK,95,48,129.980772,55.078554,AlphaDecay,135.99162025931184,0,0
sbp2port_spinlocksafe_0.bpl.bpl.txt,NOK,NOK,17,19,8.778422,9.963650999999999,OR,13.50161794454627,0,0
61883_irqlkesetevent_0.bpl.bpl.txt,OK,OK,1,2,1.1600829999999998,1.4864960000000003,OR,28.13703847052328,0,0
mouser_forwardedatbadirqlallocate_1.bpl.bpl.txt,NOK,NOK,92,139,107.14509100000001,165.167534,OR,54.153151076235474,0,0
usbccgp_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2300,2062,3597.425149,3597.257678,TIMED-OUT,TIMED-OUT,0,0
usbccgp_removelockreleaseinternaldevicecontrol_0.bpl.bpl.txt,NOK,NOK,34,27,17.380649,15.868987,AlphaDecay,9.525888451480851,0,0
sbp2port_irqlioapclte_0.bpl.bpl.txt,NOK,NOK,34,59,25.849559,60.233026,OR,133.01374696566393,0,0
serenum_completerequest_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1335,1316,3598.526458,3598.609698,TIMED-OUT,TIMED-OUT,0,0
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,NOK,104,140,102.967082,218.865755,OR,112.558956463387,0,0
sbp2port_irqlkereleasespinlock_0.bpl.bpl.txt,NOK,NOK,62,439,62.36536300000001,626.277798,OR,904.2077330649063,0,0
driver_iobuildsynchronousfsdrequestnofree_0.bpl.bpl.txt,NOK,NOK,76,78,81.543096,93.835334,OR,15.074529424293623,0,0
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,329,688,509.63753099999997,1102.147432,OR,116.26104141847435,0,0
daytona_removelockreleasepnp_1.bpl.bpl.txt,NOK,NOK,71,74,84.551736,86.988591,OR,2.882087483100281,0,0
modem_irqlkereleasespinlock_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2485,2183,3598.125324,3598.347875,TIMED-OUT,TIMED-OUT,0,0
usbccgp_ioreuseirp_0.bpl.bpl.txt,NOK,NOK,46,82,43.078384,92.46783,OR,114.65018279237218,0,0
sbp2port_irqliopassive4_1.bpl.bpl.txt,OK,OK,72,86,97.608802,120.968228,OR,23.931679849938124,0,0
61883_completerequest_0.bpl.bpl.txt,NOK,NOK,21,25,15.716148,24.757231,OR,57.52734703185539,0,0
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,NOK,150,171,146.44915,234.075483,OR,59.83396489498231,0,0
sbp2port_irqlexallocatepool_0.bpl.bpl.txt,OK,OK,72,83,232.350078,143.913637,AlphaDecay,61.45104997937062,0,0
mp_removecheck_0.bpl.bpl.txt,OK,OK,12,18,20.11731,20.259531000000003,OR,0.7069583358809046,0,0
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,193,166,257.53339900000003,481.888691,OR,87.11696924405518,0,0
serial_pendedcompletedrequest3_1.bpl.bpl.txt,NOK,NOK,105,60,103.17367700000001,49.448377,AlphaDecay,108.64926871108432,0,0
usbprint_ioallocatecomplete_0.bpl.bpl.txt,NOK,NOK,27,22,11.083753,9.485536999999999,AlphaDecay,16.848977553932908,0,0
sbp2port_markirppending_0.bpl.bpl.txt,TIMEDOUT,NOK,565,126,3597.352755,165.146805,AlphaDecay,TIMED-OUT,0,1
61883_ioallocateirpsignaleventincompletiontimeout_1.bpl.bpl.txt,NOK,NOK,21,22,13.281151,9.915602999999999,AlphaDecay,33.94193978923925,0,0
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,OK,OK,165,161,206.66108200000002,228.924169,OR,10.772752559187696,0,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,OK,OK,110,103,117.091184,114.72385200000001,AlphaDecay,2.063504631974866,0,0
filter_completerequeststatuscheck_1.bpl.bpl.txt,OK,OK,68,94,97.660242,179.207377,OR,83.50085288545569,0,0
61883_ioallocateforward_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2275,2143,3597.989826,3597.897789,TIMED-OUT,TIMED-OUT,0,0
cyzport_markingqueuedirps_0.bpl.bpl.txt,NOK,NOK,43,41,35.784518999999996,33.520684,AlphaDecay,6.7535465565081925,0,0
mouclass_removelockmnsurpriseremove_0.bpl.bpl.txt,OK,OK,277,192,524.578819,391.96225100000004,AlphaDecay,33.8340153067444,0,0
serenum_markirppending_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,803,790,3598.596471,3598.516888,TIMED-OUT,TIMED-OUT,0,0
mp_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,OK,94,101,184.798754,122.030958,AlphaDecay,51.43596102883991,0,0
winnt_markirppending_0.bpl.bpl.txt,NOK,NOK,20,22,11.48996,15.789627999999999,OR,37.42108762780722,0,0
hw_irqliopassive4_0.bpl.bpl.txt,OK,OK,671,906,1448.4865770000001,2340.951955,OR,61.613645039666785,0,0
serial_irqlkedispatchlte_0.bpl.bpl.txt,NOK,NOK,556,637,1001.473892,1306.005982,OR,30.408390316779215,0,0
serial_markingqueuedirps_2.bpl.bpl.txt,OK,OK,340,282,871.9977690000001,942.344277,OR,8.06728073176985,0,0
sbp2port_irqldispatch_1.bpl.bpl.txt,OK,OK,389,269,856.953609,568.007219,AlphaDecay,50.87019677473502,0,0
hw_irqlkeraiselower_0.bpl.bpl.txt,OK,OK,1221,1411,2202.257939,2947.504838,OR,33.84012770722039,0,0
mouser_removelockmnsurpriseremove_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,648,811,3598.711198,3598.703028,TIMED-OUT,TIMED-OUT,0,0
sys_removelockreleasedevicecontrol_4.bpl.bpl.txt,OK,OK,6,11,6.6853110000000004,10.127063,OR,51.48230202005559,0,0
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,NOK,40,66,104.833402,118.62123399999999,OR,13.15213637729698,0,0
modem_completerequest_0.bpl.bpl.txt,NOK,NOK,95,55,101.24828600000001,62.44133699999999,AlphaDecay,62.149452373193135,0,0
kbdclass_nsremovelockmnsurpriseremove_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2250,2068,3598.462486,3598.381404,TIMED-OUT,TIMED-OUT,0,0
hw_irqliopassive2_0.bpl.bpl.txt,OK,OK,925,1053,1982.322272,2518.7330930000003,OR,27.059718219218,0,0
parport_pagedcode_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1646,1641,3597.518796,3597.248018,TIMED-OUT,TIMED-OUT,0,0
61883_ioallocatecomplete_0.bpl.bpl.txt,NOK,NOK,69,111,72.80769500000001,170.114322,OR,133.6488224218607,0,0
sbp2port_irqlkeraiselower_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,356,286,3596.98551,3597.287761,TIMED-OUT,TIMED-OUT,0,0
cyzport_irqldispatch_0.bpl.bpl.txt,NOK,NOK,33,43,38.105863,42.043569,OR,10.333596171276842,0,0
61883_markirppending_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,336,573,3597.956611,3597.937144,TIMED-OUT,TIMED-OUT,0,0
driver_irqliopassive1_1.bpl.bpl.txt,OK,OK,1,2,1.81101,1.9937209999999994,OR,10.088900668687605,0,0
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,OK,OK,316,178,436.906429,244.15428,AlphaDecay,78.94686466278617,0,0
daytona_removelockrelease2_0.bpl.bpl.txt,NOK,NOK,93,111,98.22003500000001,118.39159199999999,OR,20.537110376716903,0,0
Imapi_removelockreleasedevicecontrol_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,173,309,3598.538117,3598.645274,TIMED-OUT,TIMED-OUT,0,0
avc_irqlkereleasespinlock_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2322,2247,3597.96407,3597.971988,TIMED-OUT,TIMED-OUT,0,0
sbp2port_markingqueuedirps_1.bpl.bpl.txt,NOK,NOK,57,118,53.343721,136.156818,OR,155.2443201328231,0,0
avc_lowerdriverreturn_1.bpl.bpl.txt,NOK,NOK,200,224,351.35903,334.69456299999996,AlphaDecay,4.979007382321911,0,0
sbp2port_pendedcompletedrequest3_0.bpl.bpl.txt,NOK,NOK,21,27,11.975042,20.595371,OR,71.98579345274948,0,0
serial_irqlexallocatepool_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,106,133,3597.899889,3597.825553,TIMED-OUT,TIMED-OUT,0,0
61883_irqlkereleasespinlock_0.bpl.bpl.txt,NOK,TIMEDOUT,988,2041,1429.106341,3597.705134,OR,TIMED-OUT,1,0
serenum_markirppending_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1607,1457,3598.516246,3598.409623,TIMED-OUT,TIMED-OUT,0,0
61883_removelockreleaseinternaldevicecontrol_1.bpl.bpl.txt,NOK,NOK,27,22,11.56308,13.700869,OR,18.488058544955162,0,0
1394diag_ioallocatecomplete_0.bpl.bpl.txt,OK,OK,74,108,400.24372800000003,331.056918,AlphaDecay,20.89876581283223,0,0
hw_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,OK,248,367,463.33367,664.939203,OR,43.51195392296874,0,0
sbp2port_pendedcompletedrequest3_1.bpl.bpl.txt,NOK,NOK,31,18,22.887487,9.267831000000001,AlphaDecay,146.95624035440434,0,0
usbccgp_completerequeststatuscheck_0.bpl.bpl.txt,NOK,NOK,25,49,15.943424,47.293684,OR,196.63442432441113,0,0
kbdclass_multremovelock_1.bpl.bpl.txt,NOK,NOK,41,48,44.477601,50.223774999999996,OR,12.91925344624589,0,0
mouser_iobuilddevicecontrolwait_1.bpl.bpl.txt,OK,OK,115,128,166.764576,262.09617799999995,OR,57.165379055081786,0,0
usbccgp_pendedcompletedrequest3_0.bpl.bpl.txt,NOK,NOK,21,19,9.991954,6.793301,AlphaDecay,47.0854007499447,0,0
avc_completerequeststatuscheck_0.bpl.bpl.txt,NOK,NOK,163,165,163.29810300000003,258.66247599999997,OR,58.398947230881134,0,0
hw_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1907,1755,3597.754938,3597.606886,TIMED-OUT,TIMED-OUT,0,0
mouser_multremovelock_1.bpl.bpl.txt,NOK,NOK,32,33,11.923311,8.364342,AlphaDecay,42.549300351420335,0,0
sbp2port_doublecompletion_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1994,1968,3597.730093,3598.015254,TIMED-OUT,TIMED-OUT,0,0
modem_markirppending_0.bpl.bpl.txt,NOK,NOK,134,70,119.594116,70.589161,AlphaDecay,69.42277582814732,0,0
driver_irqlioapclte_2.bpl.bpl.txt,OK,OK,1,2,1.5192830000000002,1.9490800000000004,OR,28.289462858466802,0,0
61883_ioallocatefree_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1835,1749,3597.589317,3597.570812,TIMED-OUT,TIMED-OUT,0,0
driver_targetrelationneedsref_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,649,216,3598.355732,3598.2155,TIMED-OUT,TIMED-OUT,0,0
cyyport_pagedcode_0.bpl.bpl.txt,OK,OK,101,90,185.09245800000002,186.22875,OR,0.6139050787255571,0,0
kbdclass_ioallocatefree_0.bpl.bpl.txt,OK,OK,248,282,377.093437,530.73257,OR,40.742987791643806,0,0
kbdclass_ioallocatefree_1.bpl.bpl.txt,NOK,NOK,27,19,23.925455,10.853598,AlphaDecay,120.43800590366438,0,0
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,239,120,356.045763,156.020488,AlphaDecay,128.20449260484304,0,0
filter_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,271,205,852.656904,841.243727,AlphaDecay,1.356702776340586,0,0
serial_irqlkesetevent_0.bpl.bpl.txt,NOK,NOK,757,570,1470.221352,1041.268824,AlphaDecay,41.195176318848475,0,0
modem_irqlkesetevent_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2195,2132,3598.115223,3597.979544,TIMED-OUT,TIMED-OUT,0,0
driver_irqlexallocatepool_3.bpl.bpl.txt,OK,OK,12,20,14.443104,14.314252,AlphaDecay,0.900165792805661,0,0
sbp2port_irqlkewaitformutexobject_0.bpl.bpl.txt,NOK,NOK,34,37,16.217226,16.892702999999997,OR,4.165182134108491,0,0
kbdclass_completerequest_1.bpl.bpl.txt,OK,OK,227,234,371.780915,409.968339,OR,10.271485829228222,0,0
61883_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2141,1989,3597.641398,3597.798687,TIMED-OUT,TIMED-OUT,0,0
driver_irqlobpassive_0.bpl.bpl.txt,OK,OK,1,2,1.6968050000000003,1.8547949999999997,OR,9.311028668585923,0,0
modem_markingqueuedirps_0.bpl.bpl.txt,OK,OK,443,338,614.374909,475.573148,AlphaDecay,29.186206492886345,0,0
kerneldriver_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1741,1721,3598.527238,3598.380967,TIMED-OUT,TIMED-OUT,0,0
mouser_iobuilddeviceiocontrolsetevent_0.bpl.bpl.txt,NOK,NOK,23,23,13.662427999999998,10.366386,AlphaDecay,31.795478192689313,0,0
parport_markstartdevice_0.bpl.bpl.txt,NOK,NOK,14,21,26.408251,21.188482,AlphaDecay,24.634936094053362,0,0
parzip_nsremovelockquerymnremove_0.bpl.bpl.txt,OK,OK,75,67,23.845439,18.624761,AlphaDecay,28.0308456038711,0,0
mouser_lowerdriverreturn_1.bpl.bpl.txt,NOK,NOK,71,75,40.314409,39.985958,AlphaDecay,0.8214158580369668,0,0
mp_irqlexapclte3_0.bpl.bpl.txt,OK,OK,60,54,69.531592,85.987922,OR,23.667414374749242,0,0
cyzport_irqlkedispatchlte_0.bpl.bpl.txt,NOK,NOK,68,39,72.458331,38.766682,AlphaDecay,86.90877645912538,0,0
usbccgp_lowerdriverreturn_0.bpl.bpl.txt,NOK,NOK,27,42,18.665312999999998,38.550621,OR,106.53616148842511,0,0
61883_irqlreturn_1.bpl.bpl.txt,OK,OK,58,71,54.130621,96.38341799999999,OR,78.05710745494679,0,0
hw_irqlkesetevent_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1949,1762,3597.652913,3597.734264,TIMED-OUT,TIMED-OUT,0,0
avc_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2097,1945,3598.033267,3597.825395,TIMED-OUT,TIMED-OUT,0,0
driver_irqlpspassive_0.bpl.bpl.txt,OK,OK,1,2,1.659096,1.9171270000000002,OR,15.552505701900335,0,0
flpydisk_irqlexapclte1_1.bpl.bpl.txt,OK,OK,60,51,718.266666,704.753556,AlphaDecay,1.917423457456096,0,0
serial_pagedcode_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,166,149,3597.626211,3597.567193,TIMED-OUT,TIMED-OUT,0,0
mouser_completerequest_0.bpl.bpl.txt,NOK,NOK,201,157,215.640627,198.247654,AlphaDecay,8.773356278909603,0,0
kbdclass_nsremovelockmnremove_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2245,2139,3598.547961,3598.575723,TIMED-OUT,TIMED-OUT,0,0
mp_pendedcompletedrequest3_0.bpl.bpl.txt,OK,OK,83,57,105.876207,88.425691,AlphaDecay,19.734667383034633,0,0
mouser_removelockreleasepnp_1.bpl.bpl.txt,NOK,NOK,36,58,22.457845000000002,34.217571,OR,52.36355491811434,0,0
sys_removelockforwarddevicecontrol2_0.bpl.bpl.txt,OK,OK,6,6,7.1032280000000005,6.177579,AlphaDecay,14.984009107775082,0,0
daytona_removelockreleasepnp_0.bpl.bpl.txt,NOK,NOK,74,79,85.94535599999999,88.320493,OR,2.7635431517672804,0,0
kbdclass_ioallocateirpsignaleventincompletiontimeout_1.bpl.bpl.txt,NOK,NOK,19,18,11.699110999999998,9.228489999999999,AlphaDecay,26.7716712051484,0,0
avc_pagedcode_1.bpl.bpl.txt,OK,OK,72,80,71.192767,66.945021,AlphaDecay,6.345126099818546,0,0
hw_irqlreturn_0.bpl.bpl.txt,OK,OK,103,119,160.365202,213.231406,OR,32.966131891880124,0,0
61883_ioreuseirp_1.bpl.bpl.txt,NOK,NOK,21,26,13.886470999999998,16.588236000000002,OR,19.456095072679037,0,0
partmgr_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,237,262,3598.644805,3598.609947,TIMED-OUT,TIMED-OUT,0,0
driver_zwregistryopen_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2136,1937,3595.073924,3595.462658,TIMED-OUT,TIMED-OUT,0,0
parzip_removelock_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,139,149,3598.493195,3598.514395,TIMED-OUT,TIMED-OUT,0,0
crcfilter_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,510,455,3598.736606,3598.721719,TIMED-OUT,TIMED-OUT,0,0
usbprint_completerequest_0.bpl.bpl.txt,NOK,NOK,29,43,15.313401,29.117691,OR,90.14516109125594,0,0
serial_pendedcompletedrequest3_0.bpl.bpl.txt,OK,OK,137,155,154.359309,216.007678,OR,39.938225559172466,0,0
crcfilter_irqlkereleasespinlock_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,2124,2235,3598.487452,3598.497827,TIMED-OUT,TIMED-OUT,0,0
61883_pendedcompletedrequest_0.bpl.bpl.txt,NOK,NOK,25,34,11.763058000000001,29.711175000000004,OR,152.58036643192614,0,0
sbp2port_irqlkeraiselower2_0.bpl.bpl.txt,NOK,NOK,36,33,29.232714999999995,29.459305000000004,OR,0.7751247190006428,0,0
sbp2port_signaleventincompletion_0.bpl.bpl.txt,NOK,NOK,56,58,53.42383,56.770955,OR,6.265228457038738,0,0
avc_completerequest_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1304,1900,3597.889833,3598.016619,TIMED-OUT,TIMED-OUT,0,0
1394diag_pendedcompletedrequest2_0.bpl.bpl.txt,OK,OK,301,392,1113.221409,1826.7522860000001,OR,64.09604335951109,0,0
61883_markirppending_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,338,712,3596.133536,3597.947978,TIMED-OUT,TIMED-OUT,0,0
sys_zwregistrycreate_0.bpl.bpl.txt,OK,TIMEDOUT,29,46,301.75553299999996,3598.696434,OR,TIMED-OUT,1,0
61883_completerequest_1.bpl.bpl.txt,NOK,NOK,21,31,15.377350999999997,24.519459,OR,59.45177423601768,0,0
61883_irqlexallocatepool_0.bpl.bpl.txt,OK,OK,193,291,430.75341299999997,587.168495,OR,36.31197740504033,0,0
avc_markirppending_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,1130,1298,3597.982028,3597.883386,TIMED-OUT,TIMED-OUT,0,0
sys_markirppending_6.bpl.bpl.txt,NOK,NOK,26,31,17.584042,15.473564,AlphaDecay,13.639249496754596,0,0
mouclass_multremovelock_1.bpl.bpl.txt,NOK,NOK,101,113,137.50652100000002,139.867132,OR,1.7167265834614323,0,0
usbccgp_removelockreleasepower_0.bpl.bpl.txt,NOK,NOK,24,31,13.740429,16.324972,OR,18.809769331074,0,0
avc_forwardedatbadirql_0.bpl.bpl.txt,TIMEDOUT,NOK,2346,587,3598.464631,788.94118,AlphaDecay,TIMED-OUT,0,1
61883_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,269,256,3597.854431,3597.951601,TIMED-OUT,TIMED-OUT,0,0
avc_ioallocatecomplete_0.bpl.bpl.txt,NOK,NOK,32,40,10.135632,12.418865,OR,22.526794579755865,0,0
driver_irqlzwpassive_1.bpl.bpl.txt,OK,OK,6,17,7.355611999999999,17.415097,OR,136.7593206384459,0,0
1394diag_completerequest_0.bpl.bpl.txt,NOK,NOK,21,44,11.830161,57.982345,OR,390.12304228150407,0,0
ppa3x_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,74,115,56.322846,137.96778899999998,OR,144.95883783997704,0,0
daytona_removelockrelease2_1.bpl.bpl.txt,NOK,NOK,85,81,88.11917199999999,76.541718,AlphaDecay,15.125678260840694,0,0
