Name,lambda0.005_Outcome,lambda0.01_Outcome,lambda0.025_Outcome,lambda0.055_Outcome,lambda0.3_Outcome,lambda0.005_TotalSplits,lambda0.01_TotalSplits,lambda0.025_TotalSplits,lambda0.055_TotalSplits,lambda0.3_TotalSplits,lambda0.005_Runtime,lambda0.01_Runtime,lambda0.025_Runtime,lambda0.055_Runtime,lambda0.3_Runtime,lambda0.005_Inlining_Rate,lambda0.01_Inlining_Rate,lambda0.025_Inlining_Rate,lambda0.055_Inlining_Rate,lambda0.3_Inlining_Rate,Who_Performed_Better,Inlining_Rate_For_Best_Runtime
serial_markingqueuedirps_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,TIMEDOUT,OK,1858,1781,1666,1664,976,3597.785509,3597.933996,3597.729963,3597.907237,2238.803985,18.778591214879302,21.783865002311604,22.788837744533947,18.8193006993007,16.91647484380138,lambda0.3,16.91647484380138
sys_zwregistrycreate_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,OK,OK,OK,106,107,71,58,30,3598.743693,3598.6818,2029.5320319999998,1356.931545,298.276346,8.537037037037036,8.995798319327731,11.647887323943662,12.481132075471699,9.377777777777778,lambda0.3,9.377777777777778
hw_irqliopassive2_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,OK,OK,OK,1491,1589,1418,1318,915,3598.022952,3597.814003,3280.209535,2843.038617,2100.097956,10.912884834663625,12.406605019815059,12.6228328426562,12.145737085258295,11.294713160854894,lambda0.3,11.294713160854894
parzip_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,OK,OK,OK,630,764,821,312,1879,1541.1097240000001,1696.080305,1560.1096890000001,553.897101,3233.471292,19.452233676975943,11.2981220657277,5.753403933434191,4.241536458333333,3.4003405342130466,lambda0.055,4.241536458333333
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,OK,OK,OK,OK,TIMEDOUT,859,533,486,626,2415,2551.328506,1286.293011,969.258333,1042.719363,3596.432981,11.814134924277191,10.057575757575757,6.912598791259879,6.2945180938731635,6.400866943083302,lambda0.025,6.912598791259879
Imapi_removelockrelease2_0.bpl.bpl.txt,OK,OK,OK,OK,TIMEDOUT,243,150,198,283,332,979.779166,838.50463,1190.564774,1633.354671,3598.388926,22.40414507772021,19.713754646840147,11.946575342465753,4.968185104844541,3.6288061865635575,lambda0.01,19.713754646840147
