0.022253,0.051367,1
0.108768,5
0.089575,2
0.098974,3
0.094034,1
0.100154,1
0.097632,2
0.099949,1
0.097359,1
0.113597,6
0.099381,6
0.120962,5
0.128288,4
0.124122,6
0.132005,3
0.134681,2
0.145485,3
0.144904,3
0.146518,2
0.159373,3
0.166572,2
0.164166,2
0.165284,2
0.150817,5
0.1445,2
0.162721,1
0.152718,1
0.154009,1
0.155873,1
0.028022,0.146178,2
0.000101,6.2E-05,0.168509,2
0.159924,2
0.167312,2
0.135802,11
0.126054,6
0.122128,2
0.117594,2
0.044283,0.116939,1
0.133862,1
0.197117,9
0.132957,6
0.162687,3
0.152838,2
0.150789,2
0.149537,2
0.164655,3
0.154935,8
0.171946,5
0.213755,13
0.187333,5
0.222475,6
0.211354,3
0.21191,2
0.206917,2
0.037109,0.19525,3
0.198926,3
0.204497,3
0.211248,3
0.222496,2
0.233412,2
0.229441,5
0.216301,2
0.270352,1
0.23668,1
0.219396,1
0.226068,1
0.238815,2
0.254299,2
0.242668,2
0.244406,2
0.236131,5
0.227482,2
0.227363,1
0.215378,1
0.224117,1
0.220588,1
0.239848,2
0.238221,2
0.243288,2
0.000515,0.231093,2
0.262984,3
0.353235,5
0.235916,3
0.254182,3
0.192933,4
0.202867,3
0.23531,11
0.182722,3
0.180702,11
0.18772,3
0.178245,11
0.18913,3
0.179947,11
0.1157,0.192528,3
0.216165,13
0.204112,4
0.117235,0.256494,11
0.223115,3
0.229458,11
0.273619,3
0.237014,11
0.23997,3
0.230313,11
0.252441,3
0.263259,11
0.255758,3
0.257824,11
0.271535,3
0.272624,11
0.274037,3
0.27072,11
0.258608,3
0.252384,11
0.249,3
0.271746,11
0.290401,3
0.267888,11
0.075682,44
0.260519,0.261013,2
0.001241,0.266822,10
0.269954,3
0.284651,1
0.272889,11
0.272377,3
0.28446,1
0.284332,11
0.288406,3
0.312742,1
0.271248,11
0.305213,3
0.298387,1
0.294004,11
0.289199,3
0.44527,10
0.234767,3
0.279249,10
0.237323,3
0.27153,10
0.260878,3
0.268419,4
0.184309,3
0.017729,0.181806,5
0.195146,4
0.186016,6
0.179873,5
0.18688,9
0.200367,2
0.199673,1
0.187217,1
0.196292,1
0.187698,3
0.209056,7
0.233183,3
0.226247,3
0.213368,7
0.262655,3
0.2508,1
0.23974,1
0.224586,1
0.236662,1
0.044928,0.233846,2
0.251556,2
0.244118,2
0.239758,2
0.062405,0.289705,3
0.218738,7
0.256731,3
0.232184,3
0.234136,7
0.268726,3
0.289215,1
0.284785,1
0.283957,1
0.27029,1
0.284772,2
0.295026,2
0.275455,2
0.285435,2
0.295721,3
0.255227,7
0.268265,3
0.274999,3
0.269882,7
0.279396,3
0.281703,1
0.276916,1
0.040384,0.280376,1
0.279568,1
0.276871,2
0.293162,2
0.286655,2
0.279132,2
0.298302,3
0.041239,0.23777,7
0.254664,3
0.267767,3
0.277567,7
0.274218,3
0.285981,1
0.267846,1
0.278743,1
0.272218,1
0.092513,0.286642,2
0.291367,2
0.063539,0.295674,2
0.287063,2
0.350964,7
0.24471,3
0.252821,2
0.272514,8
0.273393,7
0.271594,3
0.308699,1
0.282618,1
0.034575,0.276721,1
0.27881,1
0.289329,2
0.289628,11
0.295474,3
0.293835,2
0.289737,11
0.306692,3
0.295672,2
0.302787,11
0.296014,3
0.301923,2
0.308882,11
0.317738,3
0.277897,1
0.269529,5
0.267901,4
