Name,OR_OutCome,AlphaDecay2_Outcome,OR_TotalSplits,AlphaDecay2_TotalSplits,OR_RunTime,AlphaDecay2_RunTime,Who Performed Better,By How Much Percentage,AlphaDecay2 TimedOut but not OR,OR TimedOut but not AlphaDecay2
flpydisk_irqlexapclte1_1.bpl.bpl.txt,OK,OK,11,12,1206.383062,1214.220605,OR,0.6496728316962949,0,0
filter_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,51,54,826.1315920000001,928.61328,OR,12.405007748450801,0,0
sys_zwregistrycreate_0.bpl.bpl.txt,OK,OK,2,2,614.551061,915.638311,OR,48.993040466006136,0,0
driver_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,460,448,7199.109724,7199.260895,TIMED-OUT,TIMED-OUT,0,0
serial_markingqueuedirps_1.bpl.bpl.txt,OK,OK,23,27,253.81357100000002,298.69614,OR,17.683281797410267,0,0
