Name,vanillaHydra_OutCome,reverseSplitMode_Outcome,vanillaHydra_TotalSplits,reverseSplitMode_TotalSplits,vanillaHydra_RunTime,reverseSplitMode_RunTime,Who Performed Better,By How Much Percentage,reverseSplitMode TimedOut but not vanillaHydra,vanillaHydra TimedOut but not reverseSplitMode
hw_irqliopassive2_0.bpl.bpl.txt,OK,OK,1508,1123,975.1371819999999,1584.798968,vanillaHydra,62.5206173299215,0,0
hw_irqlexallocatepool_0.bpl.bpl.txt,OK,OK,1682,1656,925.120862,2036.705332,vanillaHydra,120.1555943292521,0,0
serial_zwregistryopen_0.bpl.bpl.txt,OK,TIMEDOUT,322,2080,899.4418,3598.394617,vanillaHydra,TIMED-OUT,1,0
parzip_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,953,611,465.191589,444.536139,reverseSplitMode,4.646517614173104,0,0
hw_markstartdevice_0.bpl.bpl.txt,NOK,NOK,1409,1301,521.53692,848.734298,vanillaHydra,62.737145818938366,0,0
serial_zwregistryopen_2.bpl.bpl.txt,OK,OK,358,2459,1203.6399159999999,3218.0362880000002,vanillaHydra,167.35872126062,0,0
hw_irqlkeraiselower_0.bpl.bpl.txt,OK,OK,1705,1120,885.986667,683.4425600000001,reverseSplitMode,29.63586391225035,0,0
sys_zwregistryopen_0.bpl.bpl.txt,OK,TIMEDOUT,51,413,2443.627267,3598.406307,vanillaHydra,TIMED-OUT,1,0
