Name,portfolio_Outcome,mixedSplit30_Outcome,mixedSplit10_Outcome,vanillaHydra_Outcome,portfolio_TotalSplits,mixedSplit30_TotalSplits,mixedSplit10_TotalSplits,vanillaHydra_TotalSplits,portfolio_Runtime,mixedSplit30_Runtime,mixedSplit10_Runtime,vanillaHydra_Runtime,Who_Performed_Better,Run number
serial_zwregistryopen_2.bpl.bpl.txt,OK,OK,OK,OK,495,7,7,358,2067.3707240000003,1306.8397120000002,785.2132929999999,1203.6399159999999,mixedSplit10,Run1
hw_irqlkeraiselower_0.bpl.bpl.txt,OK,OK,OK,OK,767,671,694,1705,616.051136,653.3025560000001,849.6110960000001,885.986667,portfolio,Run1
hw_irqliopassive2_0.bpl.bpl.txt,OK,OK,OK,OK,740,403,440,1508,778.0595920000001,553.328869,637.1364110000001,975.1371819999999,mixedSplit30,Run1
parzip_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,OK,OK,658,335,300,953,513.277285,463.616885,413.392921,465.191589,mixedSplit10,Run1
sys_zwregistryopen_0.bpl.bpl.txt,OK,TIMEDOUT,TIMEDOUT,OK,51,2,2,51,3157.5017310000003,3598.811263,3599.207147,2443.627267,vanillaHydra,Run1
hw_markstartdevice_0.bpl.bpl.txt,NOK,NOK,NOK,NOK,1236,304,422,1409,1444.569453,1889.345224,2445.664229,521.53692,vanillaHydra,Run1
hw_irqlexallocatepool_0.bpl.bpl.txt,OK,OK,OK,OK,480,1070,649,1682,476.90511499999997,2787.271532,862.883914,925.120862,portfolio,Run1
serial_zwregistryopen_0.bpl.bpl.txt,TIMEDOUT,OK,OK,OK,567,7,7,322,3597.879646,852.332878,851.492856,899.4418,mixedSplit10,Run1
