Name,Vanilla_OutCome,UW_Outcome,Vanilla_TotalSplits,UW_TotalSplits,Vanilla_RunTime,UW_RunTime,Who Performed Better,By How Much Percentage,UW TimedOut but not Vanilla,Vanilla TimedOut but not UW
usbccgp_forwardedatbadirql_0.bpl.bpl.txt,NOK,NOK,26,162,23.67305,324.423168,Vanilla,1270.4324875755342,0,0
sbp2port_completerequest_1.bpl.bpl.txt,NOK,NOK,34,91,42.790559,161.514538,Vanilla,277.4536761718864,0,0
serial_irqlkesetevent_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,418,372,898.579951,897.611654,UW,0.1078748248961579,0,0
driver_irqliopassive4_0.bpl.bpl.txt,OK,OK,1,34,0.845631,10.427643,Vanilla,1133.1197650038846,0,0
avc_markirppending_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,243,205,898.548244,898.618745,Vanilla,0.007846100693068148,0,0
hw_irqlkereleasespinlock_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,488,420,898.418588,898.515774,Vanilla,0.010817452053871033,0,0
sbp2port_irqliopassive4_1.bpl.bpl.txt,OK,OK,22,255,26.066163,612.6055779999999,Vanilla,2250.194687265632,0,0
ppa3x_completerequest_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,146,239,899.106577,899.16674,Vanilla,0.006691420298662618,0,0
mouser_forwardedatbadirqlallocate_0.bpl.bpl.txt,NOK,TIMEDOUT,94,128,127.629474,899.182639,Vanilla,604.5258519203801,1,0
61883_completerequeststatuscheck_1.bpl.bpl.txt,NOK,NOK,35,29,34.733456,6.695824000000001,UW,418.733108875024,0,0
sbp2port_completerequest_0.bpl.bpl.txt,NOK,NOK,16,27,7.277354999999999,7.967648,Vanilla,9.485493012227666,0,0
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,NOK,161,132,267.487017,156.78849400000001,UW,70.60372874045207,0,0
mouser_removelockreleasecreate_0.bpl.bpl.txt,TIMEDOUT,NOK,108,171,899.253736,359.276983,UW,150.29539284457866,0,1
