Name,OutCome,RunTime,InlinedProcesures
61883_forwardedatbadirqlallocate_1.bpl.bpl.txt,ReachedBound,680.83,2380
mouser_removelockforward2_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockforwarddevicecontrol2_0.bpl.bpl.txt,OK,1.99,30
sys_zwregistrycreate_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_irqlzwpassive_3.bpl.bpl.txt,ReachedBound,1322.5,5396
driver_irqlapclte_0.bpl.bpl.txt,OK,0.9,9
kbdclass_nsremovelockquerymnremove_1.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockreleasedevicecontrol_4.bpl.bpl.txt,OK,2.41,34
kbdclass_powerdownallocate_1.bpl.bpl.txt,ReachedBound,203.47,522
sbp2port_irqlreturn_0.bpl.bpl.txt,TIMEDOUT,3600,0
cyzport_irqlreturn_0.bpl.bpl.txt,ReachedBound,244.78,839
61883_irqlreturn_1.bpl.bpl.txt,ReachedBound,322.6,2035
61883_multremovelock_0.bpl.bpl.txt,ReachedBound,467.03,3387
mouser_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,ReachedBound,3367.53,4302
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
mouser_iobuilddevicecontrolwait_0.bpl.bpl.txt,OK,1745.59,2274
crcfilter_irqlkereleasespinlock_0.bpl.bpl.txt,TIMEDOUT,3600,0
hw_irqlkereleasespinlock_0.bpl.bpl.txt,TIMEDOUT,3600,0
driver_irqlzwpassive_1.bpl.bpl.txt,OK,2.32,45
avc_lowerdriverreturn_0.bpl.bpl.txt,NOK,654.7,800
serial_markingqueuedirps_2.bpl.bpl.txt,ReachedBound,369.02,2573
sbp2port_forwardedatbadirqlallocate_0.bpl.bpl.txt,NOK,5.4,97
1394vdev_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
mouser_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,2481.51,4143
sys_irqlreturn_6.bpl.bpl.txt,NOK,77.45,722
mouclass_multremovelock_0.bpl.bpl.txt,NOK,36.5,140
daytona_completerequeststatuscheck_0.bpl.bpl.txt,OK,437.29,931
mp_irqlkedispatchlte_0.bpl.bpl.txt,ReachedBound,301.78,1590
winnt_markirppending_0.bpl.bpl.txt,NOK,4.03,65
cyzport_irqlkedispatchlte_0.bpl.bpl.txt,NOK,14.71,143
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,940.03,3528
usbccgp_ioreuseirp_0.bpl.bpl.txt,NOK,29.66,266
driver_irqliopassive4_0.bpl.bpl.txt,OK,0.87,9
sbp2port_lowerdriverreturn_1.bpl.bpl.txt,NOK,46.03,729
kbdclass_completerequest_1.bpl.bpl.txt,TIMEDOUT,3600,0
serenum_markirppending_2.bpl.bpl.txt,TIMEDOUT,3600,0
mp_irqlkeapclte2_0.bpl.bpl.txt,ReachedBound,212.71,1626
avc_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,1751.34,2516
serial_irqlexallocatepool_0.bpl.bpl.txt,TIMEDOUT,3600,0
serial_zwregistryopen_0.bpl.bpl.txt,ReachedBound,1553.46,925
61883_removelockrelease2_1.bpl.bpl.txt,TIMEDOUT,3600,0
avc_forwardedatbadirql_1.bpl.bpl.txt,TIMEDOUT,3600,0
serial_irqlkesetevent_0.bpl.bpl.txt,NOK,575.98,760
sbp2port_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
serial_irqlexallocatepool_2.bpl.bpl.txt,TIMEDOUT,3600,0
61883_pendedcompletedrequest3_1.bpl.bpl.txt,TIMEDOUT,3600,0
sbp2port_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,3600,0
61883_markirppending_1.bpl.bpl.txt,TIMEDOUT,3600,0
61883_irqlkesetevent_0.bpl.bpl.txt,OK,0.5,11
kbdclass_ioallocateirpsignaleventincompletiontimeout_1.bpl.bpl.txt,NOK,443.53,1064
sbp2port_irqlkesetevent_0.bpl.bpl.txt,TIMEDOUT,3600,0
driver_irqliopassive3_2.bpl.bpl.txt,OK,0.75,9
avc_irqlkesetevent_0.bpl.bpl.txt,TIMEDOUT,3600,0
serial_irqlkedispatchlte_0.bpl.bpl.txt,NOK,2217.83,1198
avc_pagedcode_1.bpl.bpl.txt,ReachedBound,328.56,2500
61883_removelockrelease2_0.bpl.bpl.txt,TIMEDOUT,3600,0
mouser_ioallocateirpsignaleventincompletiontimeout_1.bpl.bpl.txt,ReachedBound,3294.18,4302
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sbp2port_irqlkeraiselower_1.bpl.bpl.txt,TIMEDOUT,3600,0
avc_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,3600,0
serenum_completerequest_0.bpl.bpl.txt,ReachedBound,618.03,976
mxport_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,3600,0
hw_irqlkeraiselower_0.bpl.bpl.txt,TIMEDOUT,3600,0
cyzport_irqldispatch_0.bpl.bpl.txt,NOK,6.12,104
mouser_removelockmnsurpriseremove_1.bpl.bpl.txt,TIMEDOUT,3600,0
avc_pendedcompletedrequest_0.bpl.bpl.txt,OK,309.78,1291
driver_targetrelationneedsref_0.bpl.bpl.txt,TIMEDOUT,3600,0
sbp2port_markingqueuedirps_0.bpl.bpl.txt,TIMEDOUT,3600,0
modem_pendedcompletedrequest2_0.bpl.bpl.txt,NOK,894.39,1200
winnt_completerequest_0.bpl.bpl.txt,TIMEDOUT,3600,0
partmgr_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
mouser_removelockforward2_1.bpl.bpl.txt,TIMEDOUT,3600,0
filter_lowerdriverreturn_1.bpl.bpl.txt,TIMEDOUT,3600,0
61883_completerequeststatuscheck_0.bpl.bpl.txt,TIMEDOUT,3600,0
driver_irqlobpassive_0.bpl.bpl.txt,OK,0.91,9
mouclass_completerequest_1.bpl.bpl.txt,ReachedBound,179.82,845
sbp2port_markirppending_1.bpl.bpl.txt,NOK,54.74,388
kbdclass_forwardedatbadirqlallocate_0.bpl.bpl.txt,NOK,189.57,322
61883_ioallocateforward_1.bpl.bpl.txt,TIMEDOUT,3600,0
61883_ioallocateirpsignaleventincompletiontimeout_1.bpl.bpl.txt,TIMEDOUT,3600,0
serenum_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_completerequest_0.bpl.bpl.txt,TIMEDOUT,3600,0
avc_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,TIMEDOUT,3600,0
usbccgp_irqlioapclte_0.bpl.bpl.txt,TIMEDOUT,3600,0
usbccgp_irqlkereleasespinlock_0.bpl.bpl.txt,TIMEDOUT,3600,0
61883_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,3600,0
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,ReachedBound,385.0,1802
61883_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,3600,0
partmgr_completerequest_0.bpl.bpl.txt,ReachedBound,1090.25,1316
kbdclass_removelockforward2_1.bpl.bpl.txt,NOK,155.1,273
driver_iobuildsynchronousfsdrequestnofree_0.bpl.bpl.txt,NOK,440.74,1500
avc_completerequeststatuscheck_0.bpl.bpl.txt,NOK,658.07,624
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,498.26,2113
serial_irqlexallocatepool_1.bpl.bpl.txt,TIMEDOUT,3600,0
61883_pendedcompletedrequest3_0.bpl.bpl.txt,NOK,16.91,164
serial_pendedcompletedrequest3_1.bpl.bpl.txt,NOK,2864.05,2176
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,156.14,895
mouser_iobuilddeviceiocontrolsetevent_1.bpl.bpl.txt,NOK,2.28,55
sbp2port_markdevicepower_1.bpl.bpl.txt,TIMEDOUT,3600,0
serial_zwregistryopen_1.bpl.bpl.txt,ReachedBound,1293.5,924
kbdclass_ioallocatefree_1.bpl.bpl.txt,NOK,13.88,125
mp_irqlexapclte3_0.bpl.bpl.txt,ReachedBound,204.79,1309
modem_signaleventincompletion_0.bpl.bpl.txt,OK,473.11,973
serenum_completerequest_1.bpl.bpl.txt,ReachedBound,3209.75,2171
mouser_removelockreleasepower_1.bpl.bpl.txt,TIMEDOUT,3600,0
61883_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,NOK,3.93,48
mouser_removelockreleasepnp_0.bpl.bpl.txt,TIMEDOUT,3600,0
mouser_multremovelock_0.bpl.bpl.txt,TIMEDOUT,3600,0
mouclass_multremovelock_1.bpl.bpl.txt,NOK,41.77,170
mouser_removelock_1.bpl.bpl.txt,TIMEDOUT,3600,0
parport_irqlexallocatepool_0.bpl.bpl.txt,TIMEDOUT,3600,0
parzip_completerequest_0.bpl.bpl.txt,TIMEDOUT,3600,0
sbp2port_irqlkewaitformutexobject_0.bpl.bpl.txt,TIMEDOUT,3600,0
parport_pagedcode_0.bpl.bpl.txt,TIMEDOUT,3600,0
daytona_removelockreleasepnp_1.bpl.bpl.txt,NOK,43.38,246
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,1510.37,1480
usbccgp_irqlkedispatchlte_0.bpl.bpl.txt,TIMEDOUT,3600,0
kbdclass_forwardedatbadirqlallocate_1.bpl.bpl.txt,NOK,251.65,332
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,2779.4,2342
serial_pagedcode_0.bpl.bpl.txt,TIMEDOUT,3600,0
mouser_multremovelock_1.bpl.bpl.txt,TIMEDOUT,3600,0
mouclass_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,NOK,466.61,1461
sbp2port_irqlkeraiselower_0.bpl.bpl.txt,TIMEDOUT,3600,0
hw_forwardedatbadirql_0.bpl.bpl.txt,TIMEDOUT,3600,0
parzip_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
serial_markingqueuedirps_1.bpl.bpl.txt,ReachedBound,393.18,2670
usbccgp_markirppending_0.bpl.bpl.txt,NOK,3.07,69
usbccgp_lowerdriverreturn_0.bpl.bpl.txt,NOK,4.19,73
avc_irqlkereleasespinlock_1.bpl.bpl.txt,TIMEDOUT,3600,0
