UWQ,0.059068,1
UWQ,0.001721,0
UWQ,0.010695,ORQ,0.378818,7
UWQ,0.017364,ORQ,0.36278,6
UWQ,0.012209,ORQ,0.000691,UWQ,0.022369,ORQ,0.417452,3
UWQ,0.049859,ORQ,0.42851,4
UWQ,0.040889,ORQ,0.426089,1
UWQ,0.023498,ORQ,0.480298,1
UWQ,0.041537,ORQ,0.456638,2
UWQ,0.020014,ORQ,0.368305,5
UWQ,0.031322,ORQ,0.641901,6
UWQ,0.022874,ORQ,0.452194,6
UWQ,0.375606,ORQ,0.519803,1
UWQ,0.319919,ORQ,0.539327,1
UWQ,0.34341,ORQ,0.519675,1
UWQ,0.280607,ORQ,0.483569,1
UWQ,0.292933,ORQ,0.545007,2
UWQ,0.220046,ORQ,0.571642,6
UWQ,0.224241,ORQ,0.680182,2
UWQ,0.308421,ORQ,0.588327,6
UWQ,0.015764,ORQ,0.540426,6
UWQ,0.094389,ORQ,0.412304,2
UWQ,0.076978,ORQ,0.374281,5
UWQ,0.034032,ORQ,0.394702,1
UWQ,0.029831,ORQ,0.55948,1
UWQ,0.03276,ORQ,0.474532,2
UWQ,0.021843,ORQ,0.431785,5
UWQ,0.040902,ORQ,0.58083,6
UWQ,0.04448,ORQ,0.481452,6
UWQ,0.347102,ORQ,0.612058,1
UWQ,0.234687,ORQ,0.520925,1
UWQ,0.363631,ORQ,0.601607,1
UWQ,0.218669,ORQ,0.607407,1
UWQ,0.249238,ORQ,0.652095,2
UWQ,0.260982,ORQ,0.557622,6
UWQ,0.207063,ORQ,0.708003,2
UWQ,0.483444,ORQ,0.661245,6
UWQ,0.357006,ORQ,0.879461,2
UWQ,0.38337,ORQ,0.70134,6
UWQ,0.498086,ORQ,0.813274,2
UWQ,0.536783,ORQ,0.588416,6
UWQ,0.651871,ORQ,4.235702,2
UWQ,0.006613,ORQ,0.01666,UWQ,0.030233,ORQ,0.605732,5
UWQ,0.024424,ORQ,0.498227,6
UWQ,0.030561,ORQ,0.500973,6
UWQ,0.386786,ORQ,0.691634,1
UWQ,0.357293,ORQ,0.632759,1
UWQ,0.232604,ORQ,0.642867,1
