UWQ,0.075993,ORQ,0.080384,UWQ,0.031151,ORQ,0.04573,UWQ,0.010635,ORQ,0.464185,1
UWQ,0.005039,ORQ,0.008312,UWQ,0.153103,ORQ,0.807735,6
UWQ,0.009725,ORQ,0.032538,UWQ,0.155775,ORQ,1.272013,9
UWQ,0.019903,ORQ,0.021523,UWQ,0.248166,ORQ,0.844042,13
UWQ,0.024982,ORQ,0.015733,UWQ,0.253418,ORQ,0.799021,2
UWQ,0.068877,ORQ,0.520695,6
UWQ,0.007334,ORQ,0.030376,UWQ,0.243515,ORQ,0.820657,4
UWQ,0.134853,ORQ,0.040459,UWQ,0.977297,ORQ,1.293018,8
UWQ,0.214812,ORQ,0.9127,6
UWQ,0.168295,ORQ,0.51014,6
UWQ,0.214927,ORQ,0.598449,6
UWQ,0.208854,ORQ,0.679721,12
UWQ,0.150432,ORQ,0.69188,8
UWQ,0.367527,ORQ,0.777332,4
UWQ,0.296583,ORQ,0.772688,2
UWQ,0.17219,ORQ,0.542196,6
UWQ,0.119543,ORQ,0.631478,15
UWQ,0.164618,ORQ,0.859754,13
UWQ,0.236618,ORQ,0.679013,14
UWQ,0.132884,ORQ,0.803088,7
UWQ,0.237996,ORQ,0.887658,9
UWQ,0.212129,ORQ,0.869031,9
UWQ,0.216632,ORQ,0.834397,3
UWQ,0.217539,ORQ,0.846069,2
UWQ,0.194008,ORQ,0.816208,4
UWQ,0.239068,ORQ,1.020812,4
UWQ,0.317355,ORQ,1.144639,8
UWQ,0.384524,ORQ,0.749528,1
UWQ,0.015563,ORQ,0.080913,UWQ,0.266288,ORQ,1.006893,7
UWQ,0.143876,ORQ,0.973798,3
UWQ,0.269309,ORQ,1.153252,1
UWQ,0.412311,ORQ,1.058615,2
UWQ,0.310807,ORQ,1.021907,4
UWQ,0.143731,ORQ,1.081988,8
UWQ,0.320874,ORQ,0.883052,1
UWQ,0.250809,ORQ,1.093805,7
UWQ,0.121813,ORQ,0.928861,6
UWQ,0.14436,ORQ,0.725118,6
UWQ,0.205904,ORQ,1.004641,12
UWQ,0.194213,ORQ,0.822126,8
UWQ,0.296661,ORQ,0.877737,4
UWQ,0.493384,ORQ,1.096954,6
UWQ,0.122435,ORQ,0.681854,15
UWQ,0.217889,ORQ,0.831002,13
UWQ,0.139334,ORQ,0.628226,14
UWQ,0.162763,ORQ,0.860256,7
UWQ,0.268087,ORQ,0.985865,9
UWQ,0.168793,ORQ,0.781243,9
UWQ,0.235017,ORQ,1.028662,3
UWQ,0.118038,ORQ,0.935866,2
UWQ,0.193575,ORQ,0.87077,4
UWQ,0.137934,ORQ,0.773146,4
UWQ,0.356712,ORQ,0.858754,8
UWQ,0.388824,ORQ,1.067759,1
UWQ,0.328766,ORQ,0.978281,7
UWQ,0.333485,ORQ,1.196171,3
UWQ,0.4526,ORQ,1.121181,1
UWQ,0.500756,ORQ,0.923315,2
UWQ,0.386055,ORQ,1.087383,4
UWQ,0.457476,ORQ,1.012614,8
UWQ,0.363742,ORQ,1.067984,1
UWQ,0.030316,ORQ,0.099776,UWQ,0.368533,ORQ,1.045764,7
UWQ,0.398539,ORQ,1.125691,3
UWQ,0.506702,ORQ,1.143589,1
UWQ,0.322838,ORQ,1.001668,2
UWQ,0.382554,ORQ,1.093335,4
UWQ,0.41334,ORQ,0.734375,8
UWQ,0.366538,ORQ,1.040841,1
UWQ,0.101844,ORQ,0.947824,6
UWQ,0.164272,ORQ,0.890902,6
UWQ,0.216168,ORQ,1.162701,12
UWQ,0.144705,ORQ,0.798549,8
UWQ,0.407026,ORQ,1.264625,4
UWQ,0.260803,ORQ,0.381979,UWQ,0.460376,ORQ,1.159274,7
UWQ,0.436159,ORQ,1.137047,3
UWQ,0.230268,ORQ,1.269575,6
UWQ,0.266597,ORQ,1.074811,6
UWQ,0.191033,ORQ,1.166821,6
UWQ,0.4252,ORQ,1.17765,12
UWQ,0.384819,ORQ,0.975104,8
UWQ,0.687303,ORQ,1.220599,4
UWQ,0.377867,ORQ,1.738435,9
UWQ,0.02834,ORQ,0.1027,UWQ,0.190561,ORQ,1.304814,12
