Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,Inconclusive,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,ReachedBound,484.56,12713
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1331.9,6714
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,240.48,2587
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,2929.93,3763
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,378.96,6084
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,116.87,2344
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,549.43,7031
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1468.05,5776
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,Inconclusive,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,2402.71,3884
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,271.04,4185
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1233.57,5870
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,96.62,1147
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,Inconclusive,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,20.7,964
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,94.61,4986
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,632.97,3063
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,1826.24,1570
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1402.3,40318
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,322.89,2954
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,205.53,4983
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,229.55,4619
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,223.65,4023
mouser_completerequest_0.bpl.bpl.txt,Inconclusive,3600,0
