Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,ReachedBound,576.33,12300
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1041.26,6735
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,179.2,2392
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,1649.73,3626
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,426.62,6073
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,107.36,2248
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,295.82,6554
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1230.38,5650
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,2132.58,3852
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,274.72,4181
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1344.84,6043
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,143.0,1087
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,23.44,1124
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,111.15,4973
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,660.5,3034
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,1143.29,1445
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1149.29,31179
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,315.46,2964
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,128.35,3937
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,275.12,4595
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,136.34,3516
mouser_completerequest_0.bpl.bpl.txt,TIMEDOUT,3600,0
