Name,OutCome,RunTime,TotalProceduresInlined
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,ReachedBound,304.59,9966
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1000.22,6666
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,192.26,2081
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,345.29,6083
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,101.95,2214
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,304.03,6494
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1144.69,5804
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,3024.31,3859
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,277.83,4180
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1243.2,5631
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,105.97,1340
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,61.49,886
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,110.91,4947
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,542.76,3083
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,1349.54,1412
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1107.19,31306
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,278.96,2932
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,193.94,6722
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,287.05,4356
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,117.11,3630
mouser_completerequest_0.bpl.bpl.txt,TIMEDOUT,3600,0
