Name,OutCome,RunTime,InlinedProcesures
modem_markirppending_0.bpl.bpl.txt,TIMEDOUT,3600,0
1394vdev_markirppending_0.bpl.bpl.txt,OK,436.32,12758
hw_irqlreturn_0.bpl.bpl.txt,ReachedBound,1115.3,6822
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,192.01,2505
parzip_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,ReachedBound,2755.7,3835
kbdclass_ioallocatefree_0.bpl.bpl.txt,ReachedBound,340.75,6045
mouclass_signaleventincompletion_1.bpl.bpl.txt,ReachedBound,128.32,2365
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,ReachedBound,526.33,6877
serial_pendedcompletedrequest3_0.bpl.bpl.txt,ReachedBound,1070.2,5840
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
ppa3x_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,300.42,4193
serial_pendedcompletedrequest3_2.bpl.bpl.txt,ReachedBound,1373.0,6257
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,55.1,749
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,TIMEDOUT,3600,0
sys_removelockmnsurpriseremove_0.bpl.bpl.txt,NOK,42.44,1768
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,ReachedBound,145.53,4980
sbp2port_deletedevice_0.bpl.bpl.txt,ReachedBound,567.33,3111
sbp2port_irqliopassive1_0.bpl.bpl.txt,NOK,1718.19,1475
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,1095.16,31194
modem_markingqueuedirps_0.bpl.bpl.txt,ReachedBound,304.44,2948
kbdclass_signaleventincompletion_1.bpl.bpl.txt,NOK,291.98,7732
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,ReachedBound,256.43,4432
avc_completerequeststatuscheck_1.bpl.bpl.txt,NOK,195.83,4048
mouser_completerequest_0.bpl.bpl.txt,Inconclusive,3600,0
