NOK
1891.135775
304
Boogie Dump Took : 1.790551
0.0135
209.443808
6.20659124342105
0,0,0,0,0,0,0,1334.169735,5,0,1
0,0,0,0,0,0,0,975.092249,4,0,2
0,0,0,0,0,0,0,979.78769,5,0,1
0,0,0,0,0,0,0,1324.395862,6,0,1
0,0,0,0,0,0,0,1312.204511,6,0,1
0,0,0,0,0,0,0,982.787129,5,0,1
0,0,0,0,0,0,0,990.245197,5,0,1
0,0,0,0,0,0,0,964.23396,5,0,1
0,0,0,0,0,0,0,951.451857,5,0,1
0,0,0,0,0,0,0,1127.927251,5,0,19
0,0,0,0,0,0,0,931.556882,4,0,1
0,0,0,0,0,0,0,816.763814,5,1,15
0,0,0,0,0,0,0,933.121784,4,0,1
0,0,0,0,0,0,0,953.095449,5,0,1
0,0,0,0,0,0,0,908.430961,5,0,2
0,0,0,0,0,0,0,931.933686,4,0,29
0,0,0,0,0,0,0,1033.449835,8,5,3
0,0,0,0,0,0,0,1019.793989,7,9,11
0,0,0,0,0,0,0,1030.803562,9,2,2
0,0,0,0,0,0,0,1034.154717,8,1,7
0,0,0,0,0,0,0,989.107741,7,5,9
0,0,0,0,0,0,0,999.915372,7,5,7
0,0,0,0,0,0,0,1002.290109,5,10,9
0,0,0,0,0,0,0,1004.934719,8,1,8
0,0,0,0,0,0,0,1043.50259,7,3,4
0,0,0,0,0,0,0,988.738287,7,9,4
0,0,0,0,0,0,0,1000.04051,5,10,7
0,0,0,0,0,0,0,1051.741216,8,4,7
0,0,0,0,0,0,0,1028.594936,8,2,1
0,0,0,0,0,0,0,1002.140107,6,11,3
0,0,0,0,0,0,0,1090.074515,6,3,3
0,0,0,0,0,0,0,1012.144007,6,8,8
#stats#
TotalSplitsOR: 31
TotalSplitsAND: 273
Non-Leading client : comma seperated leading clients killed
16 : 
17 : 
18 : 
19 : 
20 : 
21 : 
22 : 
25 : 
24 : 
23 : 
28 : 
27 : 
27 : 
29 : 
18 : 
19 : 
31 : 
30 : 
31 : 
30 : 
31 : 
17 : 
26 : 
22 : 
31 : 
30 : 
31 : 
21 : 
17 : 
25 : 
20 : 
26 : 
28 : 
16 : 
17 : 
23 : 
20 : 
18 : 
25 : 
28 : 
26 : 
24 : 
26 : 
28 : 
29 : 
25 : 
21 : 
27 : 
22 : 
25 : 
17 : 
20 : 
24 : 
29 : 
26 : 
21 : 
20 : 
27 : 
26 : 
26 : 
21 : 
29 : 
22 : 
29 : 
27 : 
16 : 
22 : 
31 : 
31 : 
27 : 
19 : 
19 : 
20 : 
21 : 
28 : 
24 : 
25 : 
23 : 
29 : 
18 : 
23 : 
17 : 
25 : 
30 : 
26 : 
16 : 
30 : 
22 : 
31 : 
27 : 
21 : 
28 : 
20 : 
19 : 
24 : 
25 : 
17 : 
26 : 
26 : 
27 : 
20 : 
31 : 
28 : 
30 : 
19 : 
18 : 
21 : 
26 : 
24 : 
25 : 
29 : 
26 : 
25 : 
22 : 
29 : 
22 : 
16 : 
25 : 
25 : 
16 : 
17 : 
29 : 
27 : 
22 : 
29 : 
25 : 
16 : 
16 : 
16 : 
22 : 
28 : 
16 : 
29 : 
25 : 
19 : 
22 : 
30 : 
31 : 
29 : 
17 : 
24 : 
20 : 
29 : 
21 : 
22 : 
31 : 
17 : 
20 : 
18 : 
29 : 
17 : 
24 : 
18 : 
18 : 
31 : 
21 : 
22 : 
17 : 
26 : 
27 : 
17 : 
17 : 
Node : startTime, EndTime
