0.024109,0.054171,1
0.022698,0.096509,5
0.0001,7.7E-05,0
0.000384,0.082427,2
0.007662,0.085423,3
0.009215,0.090943,8
0.023615,0.088464,23
0.021797,0.103612,21
0.037193,0.098818,42
0.064515,0.125153,39
0.051588,0.124524,51
0.115517,0.150392,79
0.196938,0.164813,98
0.217898,0.196566,95
0.255531,0.230946,143
0.42587,0.22811,169
0.390764,0.289053,195
0.644846,0.422673,208
0.606606,0.327235,198
0.868918,0.348567,166
0.974657,0.386034,160
0.015753,0.001793,0
1.302253,0.516964,129
1.374437,0.373101,88
1.688833,0.420412,86
1.867013,0.45068,120
2.298458,0.496178,178
0.020076,0.003917,0
2.575648,0.502408,185
2.581637,0.53085,245
2.870166,0.527877,296
2.821205,0.5491,286
3.421349,0.576003,253
4.052636,0.641196,231
2.075092,2.424937,52
2.381693,0.73105,192
2.805255,0.735548,192
1.303527,0.74378,90
1.673201,0.882361,90
1.763749,0.799831,101
2.042601,0.848069,82
0.128825,0.093638,0
2.243299,0.914597,68
2.153943,0.921552,55
2.790435,1.167066,52
1.980808,0.84876,69
2.821543,1.519688,52
2.321102,0.849397,30
2.29685,0.883118,36
2.466896,0.921587,27
2.494356,0.989332,24
2.509899,0.901457,12
2.506003,1.063337,12
2.385626,1.274816,10
1.357142,1.744256,4
0.629746,0.596041,0
2.285347,2.292259,8
2.498019,1.111947,11
0.000497,0.00044,0
0.000493,0.000349,0
1.756554,1.330144,86
1.306092,0.736803,68
1.797416,0.797106,66
1.874166,0.719243,90
2.433345,0.794672,66
2.944302,0.787117,39
3.009135,0.829013,44
3.2386,0.821447,32
3.113461,0.852161,30
3.380611,1.018267,16
3.202829,1.571679,14
2.648813,0.970205,12
2.600819,3.550521,10
0.000685,0.000432,0
0.000469,0.000277,0
0.001174,0.000367,0
0.000581,0.000342,0
3.066956,1.096518,320
2.006725,0.626737,168
2.057351,0.608617,153
2.214658,0.678585,88
2.501546,0.618995,52
2.542147,0.664766,56
2.581539,0.645723,39
2.79511,0.674899,23
2.854504,0.721446,10
2.837293,0.684603,9
2.859649,0.692365,12
1.674516,0.686908,14
1.705124,0.70754,20
1.766296,0.706021,23
1.789419,0.748836,22
1.079386,0.776342,15
1.100776,0.710056,36
1.079894,1.255905,54
0.06836,0.03451,0
0.07829,0.034519,0
0.000624,0.000298,0
0.000434,0.000298,0
0.000486,0.000215,0
