Name,fraction30_Outcome,fraction50_Outcome,fraction80_Outcome,OR_Outcome,UW_Outcome,fraction30_TotalSplits,fraction50_TotalSplits,fraction80_TotalSplits,OR_TotalSplits,UW_TotalSplits,fraction30_Runtime,fraction50_Runtime,fraction80_Runtime,OR_Runtime,UW_Runtime,fraction30_Inlining_Rate,fraction50_Inlining_Rate,fraction80_Inlining_Rate,OR_Inlining_Rate,UW_Inlining_Rate,Who_Performed_Better,Inlining_Rate_For_Best_Runtime
parzip_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,OK,OK,OK,1364,1568,630,703,371,2298.4983500000003,3238.93893,1427.732869,1146.347512,1057.060531,2.7927611484422723,5.048625397419113,8.66025288620121,3.3954086681179496,18.94099051633298,UW,18.94099051633298
hw_irqliopassive2_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,OK,TIMEDOUT,2455,2386,2333,694,2225,3598.081764,3598.047304,3598.018641,1508.517096,3598.058342,1.651718410629871,1.8063178267781848,2.647244618069986,10.673003802281368,4.040607424071991,OR,10.673003802281368
serial_markingqueuedirps_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,OK,TIMEDOUT,2419,2274,2145,278,2011,3598.002965,3598.17282,3598.137507,853.6873870000001,3598.133844,1.8750652927489435,2.790814638342929,4.0007299936125555,17.220588235294116,5.9764162715248315,OR,17.220588235294116
Imapi_removelockrelease2_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,OK,OK,2375,2085,1959,214,1188,3598.725263,3598.771896,3598.775832,3429.2269159999996,2948.487617,4.201994641262281,8.062892307692307,18.92544731610338,3.679708222811671,43.42514474772539,UW,43.42514474772539
sys_zwregistrycreate_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,OK,TIMEDOUT,1138,834,258,29,143,3598.816769,3598.936469,3598.986558,245.67625800000002,3598.996559,1.6930075383415648,1.483272506082725,2.235294117647059,13.03225806451613,3.6931608133086877,OR,13.03225806451613
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,OK,TIMEDOUT,2327,2165,1926,767,1897,3596.715866,3596.904377,3596.834099,1191.2341709999998,3596.836192,1.9849943829240893,3.5257731958762886,7.485880264644183,6.204964990451941,11.087497491471002,OR,6.204964990451941
