Name,fraction30_Outcome,fraction50_Outcome,fraction80_Outcome,fraction30_TotalSplits,fraction50_TotalSplits,fraction80_TotalSplits,fraction30_Runtime,fraction50_Runtime,fraction80_Runtime,fraction30_Inlining_Rate,fraction50_Inlining_Rate,fraction80_Inlining_Rate,Who_Performed_Better,Inlining_Rate_For_Best_Runtime
parzip_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,OK,936,971,479,1469.818857,1698.000036,968.8506930000001,2.790170511534604,4.9432281059063135,9.5630081300813,fraction80,9.5630081300813
hw_irqliopassive2_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,2413,2337,2336,3598.0546,3598.05061,3598.093925,1.6542996283480713,1.8146431199411333,2.6800973726181483,NONE,-1
serial_markingqueuedirps_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,2371,2308,2121,3598.172897,3598.19191,3597.729462,1.9552487023131584,2.4255822642919416,4.03126228863547,NONE,-1
Imapi_removelockrelease2_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,2347,1932,1838,3598.780424,3598.829613,3598.806523,4.723060427356973,6.993413405656722,17.44148936170213,NONE,-1
sys_zwregistrycreate_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,1075,902,570,3599.018142,3598.997787,3598.98459,1.7159203980099502,1.5439739413680782,2.0714678394722377,NONE,-1
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,TIMEDOUT,2366,2245,1865,3596.786167,3596.710093,3596.901767,2.171388725778039,3.845342205323194,6.775103980986334,NONE,-1
