UWQ,0.054758,1
UWQ,0.004929,0
UWQ,0.02291,15
UWQ,0.102575,1
UWQ,0.029798,2
UWQ,0.030771,2
UWQ,0.046864,2
UWQ,0.032693,2
UWQ,0.044633,5
UWQ,0.062996,2
UWQ,0.021154,1
UWQ,0.027256,1
UWQ,0.022565,1
UWQ,0.030487,0
UWQ,0.026965,1
UWQ,0.031887,1
UWQ,0.028947,1
UWQ,0.030104,1
UWQ,0.057732,1
UWQ,0.077168,4
UWQ,0.064835,4
UWQ,0.069066,12
UWQ,0.073034,12
UWQ,0.104131,12
UWQ,0.141152,4
UWQ,0.118787,4
UWQ,0.079119,8
UWQ,0.123284,4
UWQ,0.191053,24
UWQ,0.277453,24
UWQ,0.391158,15
UWQ,0.552186,8
UWQ,0.374015,9
UWQ,0.427627,9
UWQ,0.626499,16
UWQ,1.252139,21
UWQ,2.027966,29
UWQ,3.734644,53
UWQ,0.065106,0
UWQ,5.318152,48
UWQ,6.73599,40
UWQ,0.070037,0
UWQ,5.706613,16
UWQ,6.181352,16
UWQ,4.993666,12
UWQ,6.303101,24
UWQ,3.954556,8
UWQ,9.669793,28
UWQ,4.812957,8
UWQ,4.356365,14
UWQ,5.350635,0
UWQ,4.283913,8
UWQ,3.800088,13
UWQ,4.167425,11
UWQ,4.119281,8
UWQ,0.254337,0
UWQ,4.014074,5
UWQ,3.796426,4
UWQ,5.110449,4
UWQ,0.453664,0
UWQ,7.362708,4
UWQ,4.589635,4
UWQ,0.648942,0
UWQ,9.120054,5
UWQ,4.375445,3
UWQ,0.26152,0
UWQ,7.895198,4
UWQ,4.662102,3
UWQ,11.059488,4
UWQ,5.60281,8
UWQ,7.264613,7
UWQ,4.805002,1
UWQ,7.500924,3
UWQ,9.569269,1
UWQ,8.944129,3
UWQ,8.942353,2
UWQ,7.805787,0
UWQ,0.38698,UWQ,0.391554,UWQ,0.356075,UWQ,0.373074,UWQ,0.315776,UWQ,0.182465,UWQ,2.002323,4
UWQ,3.769241,8
UWQ,3.892748,8
UWQ,4.539241,0
UWQ,0.350037,UWQ,1.774427,8
UWQ,2.649963,4
UWQ,3.879712,8
UWQ,3.66407,8
UWQ,3.542782,0
UWQ,0.18809,UWQ,0.173235,UWQ,3.901907,21
UWQ,0.050968,0
UWQ,4.656866,20
UWQ,6.170913,45
UWQ,5.374076,39
UWQ,8.732652,36
UWQ,5.209391,16
UWQ,5.239832,8
UWQ,3.150206,4
UWQ,3.214416,4
UWQ,3.23953,8
UWQ,2.787288,4
UWQ,0.607149,0
UWQ,7.167478,8
UWQ,7.958143,8
UWQ,0.409564,0
UWQ,6.871938,0
UWQ,3.235221,4
UWQ,3.425953,8
UWQ,3.547432,4
UWQ,7.611083,8
UWQ,6.372115,8
UWQ,7.754248,0
UWQ,0.448868,0
