Name,Vanilla_OutCome,UW_Outcome,Vanilla_TotalSplits,UW_TotalSplits,Vanilla_RunTime,UW_RunTime,Who Performed Better,By How Much Percentage,UW TimedOut but not Vanilla,Vanilla TimedOut but not UW
partmgr_completerequest_0.bpl.bpl.txt,OK,OK,0,67,88.006473,99.429606,OR,12.979878196004977,0,0
serial_markingqueuedirps_1.bpl.bpl.txt,OK,OK,0,156,157.065665,816.4160999999999,OR,419.7928522443145,0,0
hw_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,OK,0,159,257.3024,694.3711460000001,OR,169.86578671633072,0,0
kbdclass_ioallocatefree_0.bpl.bpl.txt,OK,OK,0,49,186.265522,65.69417,alpha10,183.5343258009044,0,0
serial_zwregistryopen_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,0,45,898.601276,898.536281,alpha10,0.007233430788973729,0,0
flpydisk_irqlexapclte1_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,0,24,899.08596,899.086349,OR,4.326616334227385e-05,0,0
filter_iobuilddevicecontrolnofree_0.bpl.bpl.txt,TIMEDOUT,OK,0,87,898.900684,723.8649869999999,alpha10,24.18071051142028,0,1
hw_irqldispatch_0.bpl.bpl.txt,OK,OK,0,55,326.93086,110.253626,alpha10,196.52617502121882,0,0
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,OK,OK,0,89,143.74786799999998,109.742294,alpha10,30.98675338425127,0,0
kbdclass_completerequest_1.bpl.bpl.txt,OK,OK,0,116,215.971846,235.553525,OR,9.066773916448355,0,0
61883_multremovelock_0.bpl.bpl.txt,OK,OK,0,29,91.87121099999999,29.111106,alpha10,215.58818479792552,0,0
kbdclass_nsremovelockquerymnremove_1.bpl.bpl.txt,OK,TIMEDOUT,0,234,745.845758,899.107707,OR,20.54874581722833,1,0
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,OK,OK,0,75,275.018597,103.83958100000001,alpha10,164.8494864400502,0,0
filter_completerequeststatuscheck_1.bpl.bpl.txt,OK,OK,0,67,68.601433,359.64722700000004,OR,424.25614345402965,0,0
sbp2port_deletedevice_0.bpl.bpl.txt,OK,OK,0,45,27.861586000000003,65.046289,OR,133.46226234213657,0,0
usbccgp_irqlioapclte_0.bpl.bpl.txt,OK,OK,0,74,803.760192,186.270006,alpha10,331.5027466096716,0,0
mp_irqlexpassive_0.bpl.bpl.txt,OK,OK,0,126,486.766656,850.895339,OR,74.80559288761144,0,0
sys_zwregistrycreate_0.bpl.bpl.txt,OK,OK,0,25,407.387172,860.498548,OR,111.2237711795206,0,0
hw_pagedcode_0.bpl.bpl.txt,TIMEDOUT,OK,0,153,898.504833,577.5178709999999,alpha10,55.58043796016143,0,1
sbp2port_irqldispatch_1.bpl.bpl.txt,OK,OK,0,113,475.707762,398.68994399999997,alpha10,19.317722746475905,0,0
mouclass_powerdownallocate_1.bpl.bpl.txt,OK,OK,0,88,103.36518799999999,306.045496,OR,196.08178722608238,0,0
serial_markingqueuedirps_2.bpl.bpl.txt,OK,OK,0,163,134.90526799999998,869.8057100000001,OR,544.7529610185425,0,0
serial_zwregistryopen_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,0,68,898.405423,898.467994,OR,0.006964673008205385,0,0
61883_multremovelock_1.bpl.bpl.txt,OK,OK,0,38,103.359415,69.941269,alpha10,47.78029692312273,0,0
kbdclass_powerdownallocate_1.bpl.bpl.txt,OK,OK,0,102,38.982194,323.52655200000004,OR,729.9341796924001,0,0
mouser_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,OK,OK,0,69,268.660709,117.869002,alpha10,127.93160580081945,0,0
mouser_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,OK,OK,0,60,207.57075,197.96595299999998,alpha10,4.851741854822895,0,0
mouser_iobuilddevicecontrolwait_0.bpl.bpl.txt,OK,OK,0,47,116.68192,96.478328,alpha10,20.941067718337738,0,0
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,0,122,248.832434,239.296215,alpha10,3.9851106713075333,0,0
filter_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,0,150,353.46097000000003,671.121475,OR,89.87145171926619,0,0
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,0,349,501.419209,701.382752,OR,39.87951387000013,0,0
serial_pendedcompletedrequest3_0.bpl.bpl.txt,OK,OK,0,90,363.867324,115.785269,alpha10,214.26046434283447,0,0
61883_irqlexallocatepool_0.bpl.bpl.txt,OK,OK,0,95,101.283145,206.857078,OR,104.23642847978307,0,0
cyzport_irqlreturn_0.bpl.bpl.txt,OK,OK,0,21,62.305641,90.02877799999999,OR,44.49538846731388,0,0
usbccgp_irqliopassive3_0.bpl.bpl.txt,OK,OK,0,79,788.7500560000001,240.416593,alpha10,228.0763803187245,0,0
serial_pendedcompletedrequest3_2.bpl.bpl.txt,OK,OK,0,73,406.804955,89.607197,alpha10,353.9869213853437,0,0
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,0,109,257.134821,186.659207,alpha10,37.7563020505064,0,0
modem_markingqueuedirps_0.bpl.bpl.txt,OK,OK,0,103,125.678609,194.5632,OR,54.81011569757269,0,0
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,OK,OK,0,146,79.509693,377.106044,OR,374.28939764614614,0,0
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,OK,OK,0,174,392.829938,343.791652,alpha10,14.263954844371854,0,0
daytona_completerequeststatuscheck_1.bpl.bpl.txt,OK,OK,0,66,100.240351,109.84303600000001,OR,9.579660190934494,0,0
daytona_completerequeststatuscheck_0.bpl.bpl.txt,OK,OK,0,77,98.63588999999999,109.578604,OR,11.094049032253888,0,0
driver_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,OK,0,148,899.282351,463.183087,alpha10,94.1526744477179,0,1
mouclass_removelockmnsurpriseremove_0.bpl.bpl.txt,OK,OK,0,133,49.55664,433.046304,OR,773.8411320864368,0,0
avc_pendedcompletedrequest_0.bpl.bpl.txt,OK,OK,0,45,69.33445400000001,85.779742,OR,23.718782006994658,0,0
hw_irqlreturn_0.bpl.bpl.txt,OK,OK,0,62,147.296405,112.139438,alpha10,31.351117525664783,0,0
mp_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,OK,0,41,59.44351399999999,54.079876,alpha10,9.917992415515144,0,0
serial_markingqueuedirps_0.bpl.bpl.txt,OK,OK,0,156,158.267834,843.0437049999999,OR,432.66901030565685,0,0
1394diag_ioallocatecomplete_0.bpl.bpl.txt,OK,OK,0,86,754.846667,324.653412,alpha10,132.50846567415715,0,0
cyyport_pagedcode_0.bpl.bpl.txt,OK,OK,0,63,148.036458,276.173329,OR,86.5576444689051,0,0
mouser_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,0,87,209.999983,519.819059,OR,147.53290527647331,0,0
