Name,Vanilla_OutCome,UW_Outcome,Vanilla_TotalSplits,UW_TotalSplits,Vanilla_RunTime,UW_RunTime,Who Performed Better,By How Much Percentage,UW TimedOut but not Vanilla,Vanilla TimedOut but not UW
usbccgp_irqlioapclte_0.bpl.bpl.txt,OK,OK,0,78,803.760192,217.241096,alpha50,269.98533279357054,0,0
modem_markingqueuedirps_0.bpl.bpl.txt,OK,OK,0,133,125.678609,190.76954999999998,VanillaOR,51.791582925619416,0,0
serial_markingqueuedirps_0.bpl.bpl.txt,OK,TIMEDOUT,0,208,158.267834,898.655713,VanillaOR,467.8069196296703,1,0
daytona_completerequeststatuscheck_0.bpl.bpl.txt,OK,OK,0,86,98.63588999999999,117.467034,VanillaOR,19.09157407106076,0,0
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,OK,OK,0,70,275.018597,134.260932,alpha50,104.83888567077726,0,0
partmgr_completerequest_0.bpl.bpl.txt,OK,OK,0,80,88.006473,144.34407399999998,VanillaOR,64.01529237514151,0,0
usbccgp_irqliopassive3_0.bpl.bpl.txt,OK,OK,0,112,788.7500560000001,532.718222,alpha50,48.06139970935707,0,0
flpydisk_irqlexapclte1_1.bpl.bpl.txt,TIMEDOUT,OK,0,39,899.08596,303.895436,alpha50,195.85372252842913,0,1
hw_irqldispatch_0.bpl.bpl.txt,OK,OK,0,95,326.93086,293.888418,alpha50,11.243192986257796,0,0
mp_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,OK,0,44,59.44351399999999,115.136151,VanillaOR,93.69001469193091,0,0
ppa3x_nsremovelockmnremove_0.bpl.bpl.txt,OK,OK,0,78,501.419209,109.361515,alpha50,358.4969484009069,0,0
avc_pendedcompletedrequest_0.bpl.bpl.txt,OK,OK,0,75,69.33445400000001,97.394773,VanillaOR,40.47095979150566,0,0
usbprint_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,0,149,257.134821,819.387774,VanillaOR,218.66075967984128,0,0
serial_markingqueuedirps_1.bpl.bpl.txt,OK,OK,0,161,157.065665,614.606826,VanillaOR,291.30565295731566,0,0
mouclass_removelockmnsurpriseremove_0.bpl.bpl.txt,OK,OK,0,154,49.55664,321.38572999999997,VanillaOR,548.5220345850727,0,0
filter_iobuilddevicecontrolnofree_0.bpl.bpl.txt,TIMEDOUT,OK,0,52,898.900684,47.746112,alpha50,1782.6678159679266,0,1
1394vdev_markirppending_0.bpl.bpl.txt,OK,OK,0,55,275.124784,382.416067,VanillaOR,38.997316577629746,0,0
kbdclass_powerdownallocate_1.bpl.bpl.txt,OK,OK,0,193,38.982194,613.400728,VanillaOR,1473.5408017311697,0,0
61883_irqlexallocatepool_0.bpl.bpl.txt,OK,OK,0,116,101.283145,284.450263,VanillaOR,180.8465939717808,0,0
serial_pendedcompletedrequest3_0.bpl.bpl.txt,OK,OK,0,118,363.867324,360.87679799999995,alpha50,0.8286833668924444,0,0
filter_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,TIMEDOUT,0,127,353.46097000000003,897.54455,VanillaOR,153.9303137203522,1,0
serial_markingqueuedirps_2.bpl.bpl.txt,OK,TIMEDOUT,0,223,134.90526799999998,898.554645,VanillaOR,566.0634223713192,1,0
hw_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,TIMEDOUT,0,173,257.3024,898.526397,VanillaOR,249.21026659681377,1,0
1394diag_ioallocatecomplete_0.bpl.bpl.txt,OK,OK,0,55,754.846667,409.840095,alpha50,84.18077591944731,0,0
serial_pendedcompletedrequest3_2.bpl.bpl.txt,OK,OK,0,64,406.804955,170.05775500000001,alpha50,139.2157623155733,0,0
kbdclass_completerequest_1.bpl.bpl.txt,OK,OK,0,50,215.971846,64.284572,alpha50,235.9621745634396,0,0
cyyport_pagedcode_0.bpl.bpl.txt,OK,OK,0,70,148.036458,345.807099,VanillaOR,133.59590176090268,0,0
61883_multremovelock_0.bpl.bpl.txt,OK,OK,0,70,91.87121099999999,236.26811600000002,VanillaOR,157.17318127002815,0,0
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,OK,OK,0,152,392.829938,304.387976,alpha50,29.05566874297297,0,0
kbdclass_nsremovelockquerymnremove_1.bpl.bpl.txt,OK,OK,0,201,745.845758,673.153357,alpha50,10.798787563648741,0,0
hw_irqlreturn_0.bpl.bpl.txt,OK,OK,0,122,147.296405,245.12688,VanillaOR,66.4174220681082,0,0
cyzport_irqlreturn_0.bpl.bpl.txt,OK,OK,0,31,62.305641,81.482302,VanillaOR,30.778370452845515,0,0
driver_irqlkedispatchlte_1.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,0,135,899.282351,899.247302,alpha50,0.003897593011622752,0,0
kbdclass_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,OK,OK,0,82,248.832434,198.505047,alpha50,25.353202732422226,0,0
hw_pagedcode_0.bpl.bpl.txt,TIMEDOUT,OK,0,125,898.504833,235.20509199999998,alpha50,282.0090906025113,0,1
mouser_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,OK,OK,0,38,207.57075,60.301764,alpha50,244.22002978221337,0,0
sbp2port_irqldispatch_1.bpl.bpl.txt,OK,TIMEDOUT,0,272,475.707762,898.549299,VanillaOR,88.88682732908613,1,0
mouclass_powerdownallocate_1.bpl.bpl.txt,OK,OK,0,104,103.36518799999999,274.367478,VanillaOR,165.43508826201722,0,0
61883_multremovelock_1.bpl.bpl.txt,OK,OK,0,50,103.359415,95.89078500000001,alpha50,7.788683761427118,0,0
mouser_ioallocateirpsignaleventincompletiontimeout_1.bpl.bpl.txt,OK,OK,0,142,267.490953,333.298176,VanillaOR,24.60166307007775,0,0
sys_zwregistrycreate_0.bpl.bpl.txt,OK,TIMEDOUT,0,41,407.387172,899.249671,VanillaOR,120.7358829158224,1,0
mp_iobuildfsdirpsignaleventincompletiontimeout_0.bpl.bpl.txt,OK,OK,0,201,79.509693,577.822543,VanillaOR,626.7322023240613,0,0
mouser_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,OK,OK,0,56,268.660709,99.24105899999999,alpha50,170.71527823982612,0,0
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,OK,OK,0,64,143.74786799999998,103.129069,alpha50,39.38637223613449,0,0
filter_completerequeststatuscheck_1.bpl.bpl.txt,OK,OK,0,83,68.601433,366.401927,VanillaOR,434.1024392303876,0,0
mouser_iobuilddevicecontrolwait_0.bpl.bpl.txt,OK,OK,0,67,116.68192,160.891591,VanillaOR,37.889049991635375,0,0
mp_irqlexpassive_0.bpl.bpl.txt,OK,TIMEDOUT,0,137,486.766656,897.306886,VanillaOR,84.34025316639601,1,0
serial_zwregistryopen_2.bpl.bpl.txt,TIMEDOUT,TIMEDOUT,0,112,898.601276,898.431825,alpha50,0.018860752177827286,0,0
