Name,Vanilla_OutCome,UW_Outcome,Vanilla_TotalSplits,UW_TotalSplits,Vanilla_RunTime,UW_RunTime,Who Performed Better,By How Much Percentage,UW TimedOut but not Vanilla,Vanilla TimedOut but not UW
partmgr_completerequest_0.bpl.bpl.txt,OK,OK,93,80,119.87627,144.34407399999998,VanillaHydra,20.41088198690197,0,0
hw_irqlreturn_0.bpl.bpl.txt,OK,OK,69,122,124.08392400000001,245.12688,VanillaHydra,97.54926512478762,0,0
mouclass_powerdownallocate_1.bpl.bpl.txt,OK,OK,143,104,292.566702,274.367478,alpha50,6.633156426797791,0,0
modem_markingqueuedirps_0.bpl.bpl.txt,OK,OK,118,133,179.325076,190.76954999999998,VanillaHydra,6.381970807027561,0,0
usbccgp_irqliopassive3_0.bpl.bpl.txt,OK,OK,92,112,170.257564,532.718222,VanillaHydra,212.88960647880523,0,0
hw_irqlkewaitformutexobject_0.bpl.bpl.txt,OK,TIMEDOUT,154,173,330.309027,898.526397,VanillaHydra,172.0259888628475,1,0
serial_pendedcompletedrequest3_2.bpl.bpl.txt,OK,OK,99,64,141.27174200000002,170.05775500000001,VanillaHydra,20.37634178815463,0,0
mouclass_removelockmnsurpriseremove_0.bpl.bpl.txt,OK,OK,157,154,296.261311,321.38572999999997,VanillaHydra,8.480492749861622,0,0
serial_markingqueuedirps_2.bpl.bpl.txt,OK,TIMEDOUT,133,223,422.508149,898.554645,VanillaHydra,112.6715537029796,1,0
1394diag_ioallocatecomplete_0.bpl.bpl.txt,OK,OK,56,55,270.86003700000003,409.840095,VanillaHydra,51.31065458726197,0,0
cyyport_pagedcode_0.bpl.bpl.txt,OK,OK,60,70,102.815375,345.807099,VanillaHydra,236.33792514008724,0,0
cyzport_irqlreturn_0.bpl.bpl.txt,OK,OK,50,31,101.398572,81.482302,alpha50,24.44244886453993,0,0
hw_pagedcode_0.bpl.bpl.txt,OK,OK,310,125,632.898858,235.20509199999998,alpha50,169.08382493691934,0,0
kbdclass_ioallocatefree_0.bpl.bpl.txt,OK,OK,143,89,226.565292,158.31544399999999,alpha50,43.11003795687805,0,0
kbdclass_forwardedatbadirql_1.bpl.bpl.txt,OK,OK,108,70,178.860979,134.260932,alpha50,33.21893147591139,0,0
